,customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Effective To Date
185,OZ97704,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,3,Call Center,SUV,Small,2011-02-07
186,UF46533,California,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,2,Branch,SUV,Medsize,2011-01-30
187,XP47431,Arizona,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L1,2,Agent,SUV,Medsize,2011-02-17
188,GK73582,California,No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L1,3,Branch,Four-Door Car,Medsize,2011-01-13
189,RV98763,Oregon,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L3,3,Branch,Four-Door Car,Medsize,2011-02-08
190,II62831,California,No,Basic,Master,Employed,M,Urban,Married,Special Auto,Special L2,4,Web,SUV,Medsize,2011-01-29
191,XK33449,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Special L3,4,Branch,Two-Door Car,Small,2011-02-05
192,TR85083,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,2,Branch,Two-Door Car,Medsize,2011-01-20
193,EO95328,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,4,Agent,Two-Door Car,Small,2011-01-27
194,EN21086,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,1,Branch,Four-Door Car,Small,2011-01-09
195,YL83902,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,1,Agent,Four-Door Car,Small,2011-01-11
196,AZ62651,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,4,Web,Luxury SUV,Medsize,2011-02-17
197,ZW25874,Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Special Auto,Special L3,1,Branch,Four-Door Car,Medsize,2011-02-16
198,EH41854,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,3,Branch,Two-Door Car,Medsize,2011-02-10
199,MW70227,California,Yes,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,1,Branch,Four-Door Car,Medsize,2011-02-19
200,SL22297,California,No,Premium,Master,Disabled,F,Suburban,Single,Personal Auto,Personal L1,1,Call Center,SUV,Medsize,2011-01-21
201,RV14138,Nevada,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-02-27
202,UO62808,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,2,Call Center,Four-Door Car,Medsize,2011-02-04
203,ZX64745,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,1,Agent,SUV,Medsize,2011-01-18
204,FL34139,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,1,Call Center,Four-Door Car,Medsize,2011-02-03
205,TS11219,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,1,Agent,SUV,Medsize,2011-01-02
206,XX12304,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L1,2,Branch,Four-Door Car,Medsize,2011-01-09
207,SD64087,California,No,Premium,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,1,Branch,SUV,Small,2011-01-19
208,OY38576,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,2,Agent,SUV,Medsize,2011-01-11
209,BG76355,Washington,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,3,Web,Four-Door Car,Medsize,2011-01-31
210,IP66913,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,2,Agent,Two-Door Car,Small,2011-01-11
211,LE95702,California,Yes,Basic,College,Retired,M,Suburban,Single,Special Auto,Special L3,1,Agent,Four-Door Car,Medsize,2011-02-11
212,KX54357,Washington,No,Extended,College,Employed,M,Urban,Married,Corporate Auto,Corporate L3,2,Web,Two-Door Car,Small,2011-01-22
213,EZ78112,California,No,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,Special L3,1,Agent,Four-Door Car,Medsize,2011-02-24
214,XN16891,Arizona,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,4,Agent,Four-Door Car,Small,2011-02-28
215,XK31350,Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,4,Call Center,Four-Door Car,Large,2011-01-25
216,CC30924,Oregon,No,Premium,College,Employed,M,Urban,Married,Corporate Auto,Corporate L3,4,Agent,Sports Car,Small,2011-02-26
217,IT78748,Oregon,Yes,Extended,High School or Below,Disabled,F,Suburban,Married,Special Auto,Special L3,1,Agent,Two-Door Car,Small,2011-02-19
218,KY33386,Washington,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,1,Web,Sports Car,Medsize,2011-01-02
219,CO44221,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,2,Branch,Four-Door Car,Medsize,2011-01-02
220,LK60013,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,3,Branch,Four-Door Car,Medsize,2011-01-26
221,DE21533,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,1,Call Center,Four-Door Car,Medsize,2011-02-02
222,YS94121,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,1,Call Center,Four-Door Car,Small,2011-02-27
223,UK68427,Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,2,Branch,Two-Door Car,Small,2011-01-20
224,TE49565,Oregon,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Personal L3,2,Call Center,SUV,Small,2011-01-17
225,RA88421,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,3,Branch,Four-Door Car,Medsize,2011-01-17
226,KQ51983,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,1,Branch,Two-Door Car,Medsize,2011-02-24
227,CD88896,Nevada,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,Corporate L3,2,Agent,Four-Door Car,Medsize,2011-02-14
228,YV22553,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L3,1,Agent,SUV,Small,2011-02-20
229,WU14435,California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,Corporate L1,1,Agent,Four-Door Car,Small,2011-02-19
230,XV84099,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,1,Call Center,Four-Door Car,Medsize,2011-02-08
231,RI24911,Arizona,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L3,2,Agent,Two-Door Car,Medsize,2011-02-06
232,KO26461,Arizona,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-02-27
233,HI14283,Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,1,Web,SUV,Small,2011-02-01
234,PT50227,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,3,Call Center,Two-Door Car,Medsize,2011-02-23
235,BH36570,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,1,Branch,Two-Door Car,Small,2011-01-11
236,TX17484,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L2,1,Web,Four-Door Car,Large,2011-02-10
237,CT41158,Washington,No,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,Corporate L1,2,Branch,SUV,Large,2011-02-25
238,AO87348,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,2,Agent,Four-Door Car,Small,2011-02-16
239,DE55857,Washington,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L3,2,Agent,Four-Door Car,Small,2011-01-30
240,LF66923,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,2,Agent,Two-Door Car,Small,2011-02-11
241,CN24514,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L1,3,Agent,Four-Door Car,Large,2011-01-14
242,UW32074,Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,1,Branch,Four-Door Car,Small,2011-02-14
243,HP36979,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,2,Web,Two-Door Car,Large,2011-02-03
244,PP40919,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,1,Agent,Two-Door Car,Medsize,2011-01-31
245,RO73268,California,No,Extended,Bachelor,Disabled,M,Suburban,Divorced,Corporate Auto,Corporate L2,3,Agent,Two-Door Car,Medsize,2011-02-15
246,HO61691,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,4,Agent,Four-Door Car,Medsize,2011-02-27
247,BS13062,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,4,Call Center,Four-Door Car,Small,2011-01-21
248,FO35655,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,1,Branch,Luxury SUV,Medsize,2011-01-14
249,HR10526,California,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L2,1,Call Center,Four-Door Car,Medsize,2011-01-25
250,IA63417,Arizona,No,Premium,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,3,Web,Two-Door Car,Medsize,2011-02-02
251,BH35016,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,1,Call Center,Two-Door Car,Medsize,2011-02-09
252,PK52952,Arizona,No,Basic,Doctor,Employed,M,Suburban,Single,Personal Auto,Personal L3,1,Call Center,SUV,Medsize,2011-02-28
253,OD76309,Washington,Yes,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,1,Agent,SUV,Small,2011-01-27
254,IL28481,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,4,Call Center,Four-Door Car,Large,2011-02-19
255,GY55092,Nevada,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,2,Agent,SUV,Medsize,2011-02-18
256,UF33451,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-02-14
257,CF15558,California,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L3,2,Call Center,Two-Door Car,Small,2011-01-30
258,JM62924,Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,3,Branch,Four-Door Car,Medsize,2011-02-09
259,EM66435,Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,1,Agent,Four-Door Car,Medsize,2011-02-06
260,QX45933,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,1,Agent,Four-Door Car,Small,2011-02-23
261,JI71369,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L1,1,Web,Four-Door Car,Medsize,2011-02-22
262,JU93290,Arizona,No,Basic,College,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L2,1,Web,Four-Door Car,Medsize,2011-01-16
263,GU66096,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,2,Agent,Four-Door Car,Medsize,2011-02-02
264,UC33108,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,1,Agent,Four-Door Car,Small,2011-02-22
265,LW93867,Oregon,No,Basic,College,Medical Leave,M,Rural,Married,Corporate Auto,Corporate L1,1,Web,Four-Door Car,Medsize,2011-01-03
266,OU78470,Arizona,No,Extended,Master,Employed,F,Rural,Single,Corporate Auto,Corporate L3,2,Call Center,Four-Door Car,Medsize,2011-02-27
267,XW90265,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,1,Agent,Two-Door Car,Small,2011-02-15
268,HS67749,California,No,Extended,College,Employed,M,Rural,Married,Corporate Auto,Corporate L1,4,Agent,Four-Door Car,Medsize,2011-01-11
269,VZ51506,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,2,Call Center,Sports Car,Medsize,2011-01-21
270,UI64281,Nevada,No,Basic,Master,Medical Leave,F,Rural,Married,Personal Auto,Personal L3,1,Call Center,Two-Door Car,Medsize,2011-01-26
271,AE98193,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,1,Branch,SUV,Medsize,2011-01-01
272,AZ74055,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,4,Call Center,Four-Door Car,Medsize,2011-02-23
273,XS76911,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,1,Agent,Sports Car,Small,2011-02-04
274,AY40674,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,2,Agent,SUV,Medsize,2011-02-06
275,NA12740,Oregon,No,Basic,Master,Disabled,M,Rural,Married,Special Auto,Special L3,1,Web,Two-Door Car,Medsize,2011-02-10
276,UA84837,Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,1,Branch,Four-Door Car,Medsize,2011-01-02
277,DJ51510,Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,3,Agent,Four-Door Car,Medsize,2011-02-10
278,VM58985,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,3,Branch,Two-Door Car,Medsize,2011-01-19
279,OH60605,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Branch,Two-Door Car,Medsize,2011-02-23
280,UO98052,Nevada,No,Extended,College,Unemployed,M,Urban,Single,Personal Auto,Personal L2,1,Web,Four-Door Car,Medsize,2011-01-07
281,NC53424,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,4,Web,Two-Door Car,Medsize,2011-01-14
282,LQ13873,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,1,Agent,Four-Door Car,Small,2011-02-15
283,LA97014,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,1,Agent,Two-Door Car,Medsize,2011-02-24
284,NB79936,Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L2,1,Branch,Two-Door Car,Medsize,2011-02-02
285,NT89061,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Medsize,2011-01-07
286,AF10970,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,1,Call Center,Four-Door Car,Medsize,2011-02-28
287,ZG48513,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-02-17
288,JQ59145,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,1,Agent,Sports Car,Medsize,2011-02-12
289,FE84989,Washington,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L2,2,Call Center,Four-Door Car,Large,2011-01-09
290,JT52858,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L1,3,Branch,Four-Door Car,Medsize,2011-01-10
291,MC62068,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L2,4,Agent,Four-Door Car,Large,2011-01-08
292,EU27538,Oregon,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,1,Branch,Luxury Car,Medsize,2011-01-25
293,RH42306,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,3,Web,Four-Door Car,Small,2011-01-27
294,US23612,Oregon,No,Premium,High School or Below,Disabled,F,Rural,Married,Personal Auto,Personal L2,1,Call Center,Two-Door Car,Large,2011-01-12
295,WV76014,Arizona,No,Basic,Doctor,Employed,M,Rural,Single,Special Auto,Special L2,2,Branch,Four-Door Car,Medsize,2011-01-16
296,RK96223,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-01-22
297,MF82000,Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Special Auto,Special L2,2,Branch,Four-Door Car,Medsize,2011-01-13
298,FM46980,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,2,Branch,Four-Door Car,Small,2011-02-11
299,SY56792,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L3,3,Web,Four-Door Car,Medsize,2011-01-04
300,RF61565,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Medsize,2011-01-29
301,IM94808,Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L3,4,Web,Four-Door Car,Medsize,2011-02-28
302,VI14730,Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,Personal L2,1,Web,Sports Car,Medsize,2011-02-04
303,YR34119,Washington,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L1,1,Agent,SUV,Small,2011-02-02
304,RR77985,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,1,Call Center,Four-Door Car,Medsize,2011-01-03
305,VC22097,Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,1,Agent,SUV,Medsize,2011-02-21
306,WV17090,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L1,2,Call Center,SUV,Medsize,2011-02-01
307,TM23514,Oregon,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Personal L3,3,Web,SUV,Medsize,2011-01-01
308,MQ68407,Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L3,2,Agent,Four-Door Car,Medsize,2011-02-28
309,GJ59592,California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,2,Call Center,Four-Door Car,Small,2011-01-12
310,FY56083,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Small,2011-02-13
311,UA94723,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-01-29
312,FW91032,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L2,4,Agent,Four-Door Car,Medsize,2011-02-13
313,DE34457,Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L3,3,Call Center,SUV,Small,2011-01-22
314,HD32044,Oregon,No,Premium,Master,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,1,Branch,Four-Door Car,Medsize,2011-01-25
315,HH30454,Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,3,Branch,SUV,Medsize,2011-02-23
316,AH84063,Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Corporate L3,3,Call Center,SUV,Medsize,2011-02-18
317,QA17596,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Agent,Two-Door Car,Small,2011-01-03
318,XI41052,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,3,Call Center,SUV,Medsize,2011-01-09
319,DI30528,California,Yes,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,2,Web,Four-Door Car,Large,2011-01-03
320,SC66359,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L3,4,Agent,SUV,Small,2011-02-21
321,EN61670,Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L1,2,Branch,Four-Door Car,Medsize,2011-02-22
322,DQ10761,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,1,Branch,Four-Door Car,Medsize,2011-01-09
323,BQ51587,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,2,Call Center,Four-Door Car,Medsize,2011-02-07
324,JE21522,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,4,Branch,Four-Door Car,Medsize,2011-02-26
325,WS47147,California,Yes,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,1,Branch,SUV,Medsize,2011-01-30
326,ZA64638,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,2,Web,Four-Door Car,Small,2011-02-28
327,EW38459,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L1,2,Web,Four-Door Car,Medsize,2011-02-20
328,QW87316,Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Personal L2,2,Agent,Four-Door Car,Medsize,2011-01-20
329,IC43478,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,1,Call Center,Two-Door Car,Medsize,2011-01-22
330,TE34064,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,2,Agent,Four-Door Car,Medsize,2011-01-06
