,Effective To Date
5695,2011-01-19
5696,2011-01-01
5697,2011-02-21
5698,2011-01-02
5699,2011-01-14
5700,2011-02-10
5701,2011-01-10
5702,2011-02-19
5703,2011-02-18
5704,2011-02-07
5705,2011-01-17
5706,2011-01-15
5707,2011-02-23
5708,2011-01-11
5709,2011-01-02
5710,2011-02-19
5711,2011-02-01
5712,2011-02-19
5713,2011-01-27
5714,2011-02-14
5715,2011-02-22
5716,2011-01-31
5717,2011-01-25
5718,2011-02-16
5719,2011-01-11
5720,2011-02-26
5721,2011-02-18
5722,2011-01-19
5723,2011-01-09
5724,2011-01-09
5725,2011-02-12
5726,2011-02-05
5727,2011-01-03
5728,2011-02-06
5729,2011-01-17
5730,2011-01-28
5731,2011-02-27
5732,2011-02-27
5733,2011-01-26
5734,2011-01-29
5735,2011-02-08
5736,2011-02-07
5737,2011-01-31
5738,2011-01-24
5739,2011-01-03
5740,2011-01-02
5741,2011-01-30
5742,2011-01-03
5743,2011-01-25
5744,2011-01-27
5745,2011-01-29
5746,2011-02-07
5747,2011-01-08
5748,2011-02-27
5749,2011-01-12
5750,2011-01-26
5751,2011-01-25
5752,2011-02-15
5753,2011-01-04
5754,2011-02-14
5755,2011-01-24
5756,2011-02-28
5757,2011-01-26
5758,2011-02-23
5759,2011-02-10
5760,2011-01-06
5761,2011-02-18
5762,2011-02-26
5763,2011-01-25
5764,2011-01-13
5765,2011-01-15
5766,2011-01-01
5767,2011-01-14
5768,2011-02-27
5769,2011-01-21
5770,2011-01-23
5771,2011-01-22
5772,2011-01-03
5773,2011-02-22
5774,2011-02-07
5775,2011-01-06
5776,2011-01-09
5777,2011-02-05
5778,2011-01-24
5779,2011-02-05
5780,2011-01-24
5781,2011-01-22
5782,2011-02-04
5783,2011-01-17
5784,2011-02-17
5785,2011-01-20
5786,2011-01-26
5787,2011-01-01
5788,2011-02-09
5789,2011-02-27
5790,2011-01-31
5791,2011-02-01
5792,2011-02-19
5793,2011-02-27
5794,2011-01-17
5795,2011-02-18
5796,2011-02-26
5797,2011-01-24
5798,2011-01-11
5799,2011-02-05
5800,2011-02-28
5801,2011-02-04
5802,2011-01-06
5803,2011-02-11
5804,2011-01-29
5805,2011-02-26
5806,2011-01-08
5807,2011-02-05
5808,2011-01-27
5809,2011-01-02
5810,2011-01-20
5811,2011-01-02
5812,2011-01-04
5813,2011-02-07
5814,2011-02-05
5815,2011-01-02
5816,2011-02-11
5817,2011-01-04
5818,2011-02-26
5819,2011-01-10
5820,2011-01-14
5821,2011-02-24
5822,2011-02-04
5823,2011-01-09
5824,2011-01-31
5825,2011-01-30
5826,2011-02-28
5827,2011-01-01
5828,2011-02-23
5829,2011-02-25
5830,2011-02-03
5831,2011-01-19
5832,2011-02-06
5833,2011-01-24
5834,2011-02-14
5835,2011-02-23
5836,2011-01-28
5837,2011-01-17
5838,2011-02-01
5839,2011-01-17
5840,2011-02-04
5841,2011-02-07
5842,2011-02-16
5843,2011-02-10
5844,2011-02-23
5845,2011-01-04
5846,2011-01-31
5847,2011-01-17
5848,2011-01-28
5849,2011-01-25
5850,2011-02-12
5851,2011-02-10
5852,2011-02-05
5853,2011-01-31
5854,2011-01-06
5855,2011-02-06
5856,2011-01-04
5857,2011-02-14
5858,2011-01-06
5859,2011-02-24
5860,2011-01-14
5861,2011-01-08
5862,2011-01-05
5863,2011-01-06
5864,2011-02-26
5865,2011-02-21
5866,2011-02-04
5867,2011-01-22
5868,2011-02-23
5869,2011-01-23
5870,2011-02-20
5871,2011-02-02
5872,2011-02-26
5873,2011-01-11
5874,2011-02-28
5875,2011-01-05
5876,2011-01-30
5877,2011-01-31
5878,2011-02-01
5879,2011-02-20
5880,2011-02-21
5881,2011-01-17
5882,2011-01-16
5883,2011-02-08
5884,2011-01-24
5885,2011-02-06
5886,2011-02-21
5887,2011-01-20
5888,2011-01-23
5889,2011-02-25
5890,2011-01-14
5891,2011-01-20
5892,2011-01-20
5893,2011-01-21
5894,2011-01-23
5895,2011-01-18
5896,2011-01-19
5897,2011-02-26
5898,2011-02-28
5899,2011-02-05
5900,2011-01-28
5901,2011-01-23
5902,2011-02-16
5903,2011-02-09
5904,2011-01-23
5905,2011-01-23
5906,2011-02-04
5907,2011-01-16
5908,2011-02-17
5909,2011-01-31
5910,2011-01-06
5911,2011-01-09
5912,2011-02-11
5913,2011-01-18
5914,2011-02-19
5915,2011-02-27
5916,2011-01-27
5917,2011-02-15
5918,2011-01-25
5919,2011-02-11
5920,2011-01-16
5921,2011-02-02
5922,2011-01-15
5923,2011-01-20
5924,2011-02-13
5925,2011-02-28
5926,2011-01-24
5927,2011-01-01
5928,2011-02-03
5929,2011-01-19
5930,2011-01-09
5931,2011-02-03
5932,2011-02-08
5933,2011-02-16
5934,2011-02-06
5935,2011-02-07
5936,2011-01-12
5937,2011-01-02
5938,2011-01-10
5939,2011-02-25
5940,2011-01-15
5941,2011-01-28
5942,2011-01-20
5943,2011-02-24
5944,2011-01-31
5945,2011-01-31
5946,2011-01-15
5947,2011-02-08
5948,2011-01-10
5949,2011-01-07
5950,2011-01-23
5951,2011-01-18
5952,2011-02-24
5953,2011-02-27
5954,2011-02-28
5955,2011-01-18
5956,2011-02-23
5957,2011-02-08
5958,2011-01-21
5959,2011-01-27
5960,2011-01-06
5961,2011-02-18
5962,2011-02-25
5963,2011-01-24
5964,2011-01-27
5965,2011-02-20
5966,2011-02-04
5967,2011-02-23
5968,2011-02-25
5969,2011-02-07
5970,2011-02-27
5971,2011-01-21
5972,2011-02-04
5973,2011-02-12
5974,2011-02-10
5975,2011-01-25
5976,2011-01-22
5977,2011-01-09
5978,2011-02-10
5979,2011-01-19
5980,2011-01-19
5981,2011-02-11
5982,2011-02-23
5983,2011-01-23
5984,2011-01-04
5985,2011-01-11
5986,2011-02-01
5987,2011-01-14
5988,2011-02-03
5989,2011-02-11
5990,2011-02-19
5991,2011-02-02
5992,2011-02-19
5993,2011-02-05
5994,2011-01-03
5995,2011-01-23
5996,2011-01-01
5997,2011-01-01
5998,2011-01-18
5999,2011-01-02
6000,2011-02-04
6001,2011-02-11
6002,2011-02-23
6003,2011-02-20
6004,2011-01-02
6005,2011-01-21
6006,2011-01-12
6007,2011-01-30
6008,2011-01-11
6009,2011-02-14
6010,2011-01-27
6011,2011-02-03
6012,2011-01-21
6013,2011-01-05
6014,2011-02-14
6015,2011-01-01
6016,2011-01-03
6017,2011-02-07
6018,2011-02-18
6019,2011-02-07
6020,2011-01-02
6021,2011-02-12
6022,2011-02-15
6023,2011-02-23
6024,2011-02-15
6025,2011-02-22
6026,2011-01-20
6027,2011-01-03
6028,2011-02-16
6029,2011-02-22
6030,2011-01-30
6031,2011-01-01
6032,2011-01-09
6033,2011-01-15
6034,2011-02-15
6035,2011-01-17
6036,2011-01-16
6037,2011-02-26
6038,2011-01-31
6039,2011-02-04
6040,2011-01-30
6041,2011-01-15
6042,2011-01-15
6043,2011-01-31
6044,2011-01-28
6045,2011-01-06
6046,2011-01-07
6047,2011-02-10
6048,2011-02-06
6049,2011-02-17
6050,2011-02-14
6051,2011-02-05
6052,2011-02-20
6053,2011-01-01
6054,2011-01-13
6055,2011-01-13
6056,2011-01-03
6057,2011-01-27
6058,2011-01-09
6059,2011-01-07
6060,2011-02-10
6061,2011-01-06
6062,2011-02-18
6063,2011-01-19
6064,2011-01-06
6065,2011-01-15
6066,2011-01-14
6067,2011-01-02
6068,2011-02-03
6069,2011-01-24
6070,2011-01-09
6071,2011-02-10
6072,2011-02-06
6073,2011-02-27
6074,2011-01-13
6075,2011-01-02
6076,2011-01-06
6077,2011-01-21
6078,2011-01-03
6079,2011-02-19
6080,2011-01-28
6081,2011-02-08
6082,2011-01-03
6083,2011-01-10
6084,2011-02-02
6085,2011-01-30
6086,2011-01-26
6087,2011-02-04
6088,2011-02-20
6089,2011-01-27
6090,2011-02-02
6091,2011-01-26
6092,2011-01-20
6093,2011-02-23
6094,2011-01-14
6095,2011-02-19
6096,2011-01-16
6097,2011-01-27
6098,2011-01-28
6099,2011-01-28
6100,2011-01-24
6101,2011-02-12
6102,2011-02-15
6103,2011-02-12
6104,2011-01-29
6105,2011-02-11
6106,2011-02-11
6107,2011-02-26
6108,2011-01-14
6109,2011-02-24
6110,2011-02-02
6111,2011-02-15
6112,2011-02-13
6113,2011-01-17
6114,2011-02-17
6115,2011-02-28
6116,2011-02-06
6117,2011-01-06
6118,2011-02-13
6119,2011-02-18
6120,2011-01-06
6121,2011-01-14
6122,2011-02-11
6123,2011-02-08
6124,2011-02-14
6125,2011-01-26
6126,2011-02-16
6127,2011-02-05
6128,2011-02-22
6129,2011-01-03
6130,2011-01-01
6131,2011-01-08
6132,2011-01-16
6133,2011-01-10
6134,2011-01-18
6135,2011-01-29
6136,2011-02-17
6137,2011-02-27
6138,2011-02-09
6139,2011-02-12
6140,2011-01-31
6141,2011-02-23
6142,2011-01-06
6143,2011-02-17
6144,2011-02-22
6145,2011-01-28
6146,2011-02-05
6147,2011-01-11
6148,2011-01-22
6149,2011-01-10
6150,2011-01-29
6151,2011-01-01
6152,2011-01-21
6153,2011-02-09
6154,2011-01-23
6155,2011-02-23
6156,2011-01-03
6157,2011-01-25
6158,2011-01-11
6159,2011-01-03
6160,2011-02-14
6161,2011-02-26
6162,2011-01-05
6163,2011-01-28
6164,2011-01-30
6165,2011-02-07
6166,2011-01-30
6167,2011-02-27
6168,2011-01-10
6169,2011-01-02
6170,2011-02-14
6171,2011-02-19
6172,2011-01-18
6173,2011-02-01
6174,2011-02-27
6175,2011-01-14
6176,2011-02-27
6177,2011-02-15
6178,2011-01-30
6179,2011-01-08
6180,2011-02-06
6181,2011-02-15
6182,2011-01-03
6183,2011-02-01
6184,2011-01-11
6185,2011-02-02
6186,2011-01-17
6187,2011-02-10
6188,2011-01-13
6189,2011-01-29
6190,2011-01-10
6191,2011-02-19
6192,2011-01-31
6193,2011-01-17
6194,2011-01-01
6195,2011-02-25
6196,2011-02-03
6197,2011-02-26
6198,2011-01-28
6199,2011-01-07
6200,2011-01-18
6201,2011-01-16
6202,2011-01-06
6203,2011-02-18
6204,2011-01-21
6205,2011-02-23
6206,2011-02-28
6207,2011-02-04
6208,2011-01-09
6209,2011-01-27
6210,2011-01-25
6211,2011-01-25
6212,2011-01-16
6213,2011-01-17
6214,2011-01-10
6215,2011-02-12
6216,2011-02-21
6217,2011-01-20
6218,2011-01-19
6219,2011-02-08
6220,2011-01-22
6221,2011-01-10
6222,2011-01-17
6223,2011-02-23
6224,2011-02-06
6225,2011-01-22
6226,2011-02-04
6227,2011-01-23
6228,2011-02-04
6229,2011-01-14
6230,2011-02-21
6231,2011-02-03
6232,2011-01-27
6233,2011-01-22
6234,2011-02-04
6235,2011-01-31
6236,2011-02-07
6237,2011-01-19
6238,2011-01-11
6239,2011-02-12
6240,2011-01-18
6241,2011-01-03
6242,2011-01-08
6243,2011-02-25
6244,2011-01-06
6245,2011-02-24
6246,2011-01-10
6247,2011-02-05
6248,2011-02-25
6249,2011-02-22
6250,2011-01-21
6251,2011-02-06
6252,2011-02-09
6253,2011-02-19
6254,2011-01-17
6255,2011-02-14
6256,2011-02-11
6257,2011-02-03
6258,2011-02-01
6259,2011-01-08
6260,2011-01-16
6261,2011-02-18
6262,2011-01-13
6263,2011-02-25
6264,2011-01-20
6265,2011-02-15
6266,2011-01-03
6267,2011-01-30
6268,2011-01-02
6269,2011-02-28
6270,2011-01-10
6271,2011-01-28
6272,2011-02-04
6273,2011-01-04
6274,2011-01-10
6275,2011-01-19
6276,2011-01-08
6277,2011-01-31
6278,2011-02-15
6279,2011-02-13
6280,2011-02-08
6281,2011-01-20
6282,2011-02-05
6283,2011-01-06
6284,2011-02-09
6285,2011-01-16
6286,2011-01-26
6287,2011-02-27
6288,2011-01-26
6289,2011-01-20
6290,2011-02-06
6291,2011-02-19
6292,2011-02-27
6293,2011-02-22
6294,2011-01-02
6295,2011-02-25
6296,2011-02-02
6297,2011-02-21
6298,2011-02-08
6299,2011-01-25
6300,2011-01-18
6301,2011-01-13
6302,2011-02-14
6303,2011-01-04
6304,2011-01-05
6305,2011-01-10
6306,2011-01-10
6307,2011-02-16
6308,2011-02-16
6309,2011-02-02
6310,2011-01-25
6311,2011-01-06
6312,2011-02-04
6313,2011-02-11
6314,2011-02-21
6315,2011-02-09
6316,2011-02-03
6317,2011-01-26
6318,2011-01-14
6319,2011-02-24
6320,2011-01-06
6321,2011-02-02
6322,2011-02-11
6323,2011-02-25
6324,2011-01-09
6325,2011-01-16
6326,2011-02-04
6327,2011-02-05
6328,2011-02-11
6329,2011-01-02
6330,2011-01-03
6331,2011-02-17
6332,2011-01-14
6333,2011-02-18
6334,2011-01-25
6335,2011-02-10
6336,2011-01-17
6337,2011-01-22
6338,2011-02-18
6339,2011-01-15
6340,2011-01-10
6341,2011-02-18
6342,2011-02-28
6343,2011-01-11
6344,2011-01-03
6345,2011-01-23
6346,2011-02-15
6347,2011-01-19
6348,2011-02-12
6349,2011-02-08
6350,2011-01-22
6351,2011-01-13
6352,2011-02-26
6353,2011-02-03
6354,2011-02-23
6355,2011-01-08
6356,2011-01-07
6357,2011-01-26
6358,2011-02-12
6359,2011-02-26
6360,2011-01-21
6361,2011-02-16
6362,2011-02-19
6363,2011-01-08
6364,2011-02-10
6365,2011-02-09
6366,2011-01-15
6367,2011-01-21
6368,2011-02-14
6369,2011-02-18
6370,2011-01-30
6371,2011-02-19
6372,2011-01-28
6373,2011-02-04
6374,2011-01-10
6375,2011-02-21
6376,2011-01-27
6377,2011-02-13
6378,2011-02-01
6379,2011-02-12
6380,2011-02-11
6381,2011-01-14
6382,2011-02-07
6383,2011-01-23
6384,2011-01-17
6385,2011-01-16
6386,2011-01-28
6387,2011-01-16
6388,2011-01-18
6389,2011-02-07
6390,2011-02-14
6391,2011-01-09
6392,2011-02-22
6393,2011-01-04
6394,2011-01-03
6395,2011-02-02
6396,2011-01-01
6397,2011-02-27
6398,2011-02-20
6399,2011-02-17
6400,2011-01-05
6401,2011-01-14
6402,2011-02-18
6403,2011-01-01
6404,2011-02-27
6405,2011-01-05
6406,2011-01-19
6407,2011-02-10
6408,2011-02-14
6409,2011-02-04
6410,2011-02-05
6411,2011-02-25
6412,2011-01-05
6413,2011-02-12
6414,2011-01-11
6415,2011-01-08
6416,2011-01-11
6417,2011-01-07
6418,2011-01-30
6419,2011-01-18
6420,2011-02-09
6421,2011-01-20
6422,2011-02-25
6423,2011-01-20
6424,2011-02-22
6425,2011-01-17
6426,2011-01-11
6427,2011-01-16
6428,2011-01-05
6429,2011-02-22
6430,2011-02-19
6431,2011-01-27
6432,2011-01-18
6433,2011-01-12
6434,2011-01-04
6435,2011-01-20
6436,2011-02-03
6437,2011-02-09
6438,2011-02-03
6439,2011-01-18
6440,2011-01-04
6441,2011-01-19
6442,2011-02-14
6443,2011-02-27
6444,2011-01-09
6445,2011-01-15
6446,2011-02-19
6447,2011-01-26
6448,2011-01-24
6449,2011-02-21
6450,2011-01-22
6451,2011-02-15
6452,2011-01-23
6453,2011-01-03
6454,2011-02-20
6455,2011-01-21
6456,2011-01-28
6457,2011-01-13
6458,2011-02-27
6459,2011-02-22
6460,2011-02-27
6461,2011-01-30
6462,2011-02-01
6463,2011-02-03
6464,2011-02-09
6465,2011-01-24
6466,2011-02-09
6467,2011-01-10
6468,2011-01-02
6469,2011-02-10
6470,2011-01-20
6471,2011-02-19
6472,2011-02-08
6473,2011-02-19
6474,2011-02-09
6475,2011-02-15
6476,2011-02-12
6477,2011-02-21
6478,2011-01-27
6479,2011-01-29
6480,2011-01-22
6481,2011-01-23
6482,2011-02-20
6483,2011-01-15
6484,2011-02-16
6485,2011-01-31
6486,2011-02-15
6487,2011-01-22
6488,2011-01-05
6489,2011-01-27
6490,2011-02-18
6491,2011-02-18
6492,2011-01-15
6493,2011-01-29
6494,2011-02-02
6495,2011-02-07
6496,2011-01-10
6497,2011-01-21
6498,2011-02-07
6499,2011-02-06
6500,2011-01-15
6501,2011-01-11
6502,2011-02-22
6503,2011-01-10
6504,2011-01-10
6505,2011-01-15
6506,2011-01-28
6507,2011-02-04
6508,2011-01-28
6509,2011-02-12
6510,2011-01-09
6511,2011-02-05
6512,2011-01-04
6513,2011-02-18
6514,2011-01-21
6515,2011-01-17
6516,2011-01-09
6517,2011-02-21
6518,2011-01-23
6519,2011-02-23
6520,2011-01-21
6521,2011-02-22
6522,2011-01-20
6523,2011-02-14
6524,2011-02-24
6525,2011-01-21
6526,2011-02-17
6527,2011-01-08
6528,2011-01-26
6529,2011-02-26
6530,2011-01-06
6531,2011-02-11
6532,2011-02-10
6533,2011-01-02
6534,2011-02-09
6535,2011-01-26
6536,2011-01-29
6537,2011-02-10
6538,2011-02-09
6539,2011-01-05
6540,2011-02-05
6541,2011-02-19
6542,2011-01-08
6543,2011-01-27
6544,2011-02-08
6545,2011-02-25
6546,2011-02-12
6547,2011-02-04
6548,2011-01-05
6549,2011-02-27
6550,2011-01-10
6551,2011-02-09
6552,2011-01-01
6553,2011-01-01
6554,2011-01-09
6555,2011-02-02
6556,2011-02-15
6557,2011-01-14
6558,2011-01-18
6559,2011-01-23
6560,2011-01-30
6561,2011-02-05
6562,2011-02-11
6563,2011-01-04
6564,2011-02-14
6565,2011-02-11
6566,2011-02-26
6567,2011-02-14
6568,2011-01-14
6569,2011-02-19
6570,2011-01-22
6571,2011-01-26
6572,2011-01-10
6573,2011-02-21
6574,2011-02-15
6575,2011-01-10
6576,2011-02-15
6577,2011-02-16
6578,2011-01-16
6579,2011-01-05
6580,2011-01-30
6581,2011-01-10
6582,2011-01-13
6583,2011-01-20
6584,2011-01-13
6585,2011-02-10
6586,2011-01-10
6587,2011-01-28
6588,2011-02-14
6589,2011-01-22
6590,2011-02-02
6591,2011-01-14
6592,2011-01-18
6593,2011-01-01
6594,2011-01-16
6595,2011-02-13
6596,2011-01-14
6597,2011-01-07
6598,2011-02-18
6599,2011-01-22
6600,2011-02-17
6601,2011-01-08
6602,2011-01-17
6603,2011-02-07
6604,2011-01-07
6605,2011-02-17
6606,2011-01-02
6607,2011-01-16
6608,2011-02-09
6609,2011-02-14
6610,2011-02-17
6611,2011-01-21
6612,2011-01-26
6613,2011-01-10
6614,2011-01-27
6615,2011-01-30
6616,2011-01-21
6617,2011-01-08
6618,2011-02-11
6619,2011-01-18
6620,2011-02-28
6621,2011-01-27
6622,2011-02-05
6623,2011-02-25
6624,2011-02-22
6625,2011-01-31
6626,2011-01-02
6627,2011-01-01
6628,2011-01-30
6629,2011-02-17
6630,2011-01-23
6631,2011-02-14
6632,2011-01-19
6633,2011-01-21
6634,2011-01-21
6635,2011-02-10
6636,2011-01-05
6637,2011-01-17
6638,2011-01-12
6639,2011-01-07
6640,2011-02-17
6641,2011-02-03
6642,2011-02-22
6643,2011-01-07
6644,2011-02-11
6645,2011-01-10
6646,2011-01-08
6647,2011-02-04
6648,2011-02-12
6649,2011-02-02
6650,2011-02-04
6651,2011-01-29
6652,2011-01-16
6653,2011-01-19
6654,2011-02-08
6655,2011-01-05
6656,2011-01-23
6657,2011-02-04
6658,2011-01-08
6659,2011-01-03
6660,2011-01-25
6661,2011-02-17
6662,2011-02-09
6663,2011-02-20
6664,2011-01-01
6665,2011-02-05
6666,2011-02-21
6667,2011-02-17
6668,2011-02-03
6669,2011-02-02
6670,2011-02-16
6671,2011-01-30
6672,2011-01-16
6673,2011-02-24
6674,2011-02-08
6675,2011-01-09
6676,2011-01-25
6677,2011-02-22
6678,2011-01-20
6679,2011-01-06
6680,2011-02-03
6681,2011-01-04
6682,2011-01-06
6683,2011-01-08
6684,2011-01-18
6685,2011-01-01
6686,2011-01-20
6687,2011-01-29
6688,2011-01-05
6689,2011-01-19
6690,2011-02-21
6691,2011-01-25
6692,2011-02-10
6693,2011-02-10
6694,2011-01-31
6695,2011-01-26
6696,2011-01-03
6697,2011-02-26
6698,2011-01-19
6699,2011-02-03
6700,2011-01-14
6701,2011-01-27
6702,2011-01-12
6703,2011-01-24
6704,2011-02-09
6705,2011-01-27
6706,2011-02-02
6707,2011-01-06
6708,2011-02-17
6709,2011-01-04
6710,2011-02-13
6711,2011-02-07
6712,2011-02-13
6713,2011-02-06
6714,2011-02-23
6715,2011-01-29
6716,2011-02-07
6717,2011-02-05
6718,2011-02-14
6719,2011-02-27
6720,2011-01-28
6721,2011-01-17
6722,2011-01-02
6723,2011-01-11
6724,2011-02-20
6725,2011-01-03
6726,2011-02-11
6727,2011-01-07
6728,2011-02-03
6729,2011-01-25
6730,2011-02-20
6731,2011-02-14
6732,2011-01-19
6733,2011-02-10
6734,2011-02-18
6735,2011-02-16
6736,2011-02-14
6737,2011-01-13
6738,2011-01-26
6739,2011-01-18
6740,2011-01-19
6741,2011-01-15
6742,2011-01-15
6743,2011-01-29
6744,2011-01-07
6745,2011-01-09
6746,2011-02-15
6747,2011-01-02
6748,2011-01-27
6749,2011-01-13
6750,2011-01-28
6751,2011-02-04
6752,2011-02-08
6753,2011-02-05
6754,2011-01-13
6755,2011-01-28
6756,2011-01-22
6757,2011-02-24
6758,2011-02-11
6759,2011-01-08
6760,2011-01-30
6761,2011-01-26
6762,2011-01-29
6763,2011-02-05
6764,2011-02-25
6765,2011-02-04
6766,2011-02-14
6767,2011-01-29
6768,2011-01-17
6769,2011-02-03
6770,2011-01-02
6771,2011-02-01
6772,2011-01-21
6773,2011-02-25
6774,2011-01-17
6775,2011-01-01
6776,2011-02-11
6777,2011-01-10
6778,2011-01-17
6779,2011-01-18
6780,2011-01-16
6781,2011-02-15
6782,2011-02-01
6783,2011-02-28
6784,2011-01-23
6785,2011-02-02
6786,2011-01-27
6787,2011-01-19
6788,2011-02-17
6789,2011-01-04
6790,2011-02-09
6791,2011-01-29
6792,2011-01-29
6793,2011-02-22
6794,2011-01-05
6795,2011-02-06
6796,2011-02-02
6797,2011-01-20
6798,2011-01-15
6799,2011-01-10
6800,2011-01-19
6801,2011-02-22
6802,2011-01-30
6803,2011-02-17
6804,2011-02-19
6805,2011-01-23
6806,2011-01-29
6807,2011-02-14
6808,2011-01-21
6809,2011-01-20
6810,2011-02-23
6811,2011-01-03
6812,2011-01-24
6813,2011-02-09
6814,2011-01-12
6815,2011-01-07
6816,2011-01-12
6817,2011-01-10
6818,2011-01-23
6819,2011-02-20
6820,2011-02-19
6821,2011-01-18
6822,2011-02-08
6823,2011-02-10
6824,2011-01-06
6825,2011-01-16
6826,2011-02-12
6827,2011-01-22
6828,2011-02-09
6829,2011-02-14
6830,2011-02-19
6831,2011-01-28
6832,2011-01-28
6833,2011-01-29
6834,2011-01-20
6835,2011-02-02
6836,2011-01-12
6837,2011-01-14
6838,2011-02-28
6839,2011-01-10
6840,2011-01-19
6841,2011-01-08
6842,2011-01-18
6843,2011-02-02
6844,2011-02-23
6845,2011-02-25
6846,2011-01-20
6847,2011-01-21
6848,2011-01-29
6849,2011-01-31
6850,2011-01-28
6851,2011-02-01
6852,2011-02-13
6853,2011-02-02
6854,2011-01-03
6855,2011-02-23
6856,2011-01-20
6857,2011-02-04
6858,2011-02-23
6859,2011-01-27
6860,2011-02-09
6861,2011-01-02
6862,2011-01-28
6863,2011-01-28
6864,2011-01-07
6865,2011-02-05
6866,2011-02-01
6867,2011-02-28
6868,2011-01-21
6869,2011-01-28
6870,2011-01-15
6871,2011-01-16
6872,2011-01-24
6873,2011-01-02
6874,2011-01-07
6875,2011-01-23
6876,2011-01-07
6877,2011-01-19
6878,2011-02-20
6879,2011-02-03
6880,2011-02-03
6881,2011-02-06
6882,2011-01-30
6883,2011-02-08
6884,2011-01-31
6885,2011-02-25
6886,2011-02-04
6887,2011-01-22
6888,2011-01-04
6889,2011-02-21
6890,2011-01-23
6891,2011-02-07
6892,2011-02-04
6893,2011-02-05
6894,2011-01-04
6895,2011-01-18
6896,2011-02-02
6897,2011-01-29
6898,2011-02-24
6899,2011-01-29
6900,2011-01-08
6901,2011-01-25
6902,2011-01-11
6903,2011-01-03
6904,2011-01-14
6905,2011-01-07
6906,2011-01-06
6907,2011-02-25
6908,2011-02-16
6909,2011-01-11
6910,2011-01-26
6911,2011-02-03
6912,2011-01-03
6913,2011-01-04
6914,2011-02-11
6915,2011-02-05
6916,2011-02-26
6917,2011-02-21
6918,2011-01-13
6919,2011-02-18
6920,2011-01-19
6921,2011-02-10
6922,2011-01-14
6923,2011-01-16
6924,2011-02-04
6925,2011-02-15
6926,2011-01-21
6927,2011-02-01
6928,2011-02-05
6929,2011-01-20
6930,2011-01-07
6931,2011-01-24
6932,2011-02-21
6933,2011-02-16
6934,2011-01-27
6935,2011-01-04
6936,2011-02-13
6937,2011-01-01
6938,2011-01-27
6939,2011-01-06
6940,2011-02-05
6941,2011-02-23
6942,2011-02-03
6943,2011-01-29
6944,2011-02-13
6945,2011-01-10
6946,2011-01-27
6947,2011-01-10
6948,2011-02-13
6949,2011-02-21
6950,2011-02-13
6951,2011-02-28
6952,2011-02-25
6953,2011-01-09
6954,2011-02-04
6955,2011-01-05
6956,2011-01-19
6957,2011-01-01
6958,2011-01-05
6959,2011-02-04
6960,2011-02-19
6961,2011-01-06
6962,2011-01-23
6963,2011-02-09
6964,2011-02-21
6965,2011-02-28
6966,2011-02-25
6967,2011-02-19
6968,2011-02-07
6969,2011-01-26
6970,2011-02-14
6971,2011-02-22
6972,2011-02-27
6973,2011-02-28
6974,2011-01-26
6975,2011-01-28
6976,2011-01-16
6977,2011-01-04
6978,2011-02-01
6979,2011-01-04
6980,2011-02-22
6981,2011-02-22
6982,2011-02-12
6983,2011-02-24
6984,2011-01-21
6985,2011-01-08
6986,2011-02-19
6987,2011-02-02
6988,2011-02-27
6989,2011-02-05
6990,2011-01-06
6991,2011-01-27
6992,2011-01-21
6993,2011-01-08
6994,2011-01-29
6995,2011-01-05
6996,2011-01-08
6997,2011-01-13
6998,2011-02-22
6999,2011-02-28
7000,2011-01-13
7001,2011-01-21
7002,2011-01-18
7003,2011-01-18
7004,2011-01-28
7005,2011-02-23
7006,2011-01-12
7007,2011-02-03
7008,2011-02-03
7009,2011-02-25
7010,2011-02-26
7011,2011-02-01
7012,2011-01-31
7013,2011-01-17
7014,2011-01-07
7015,2011-02-14
7016,2011-02-11
7017,2011-01-24
7018,2011-01-17
7019,2011-02-20
7020,2011-01-10
7021,2011-01-09
7022,2011-01-21
7023,2011-01-14
7024,2011-02-28
7025,2011-01-09
7026,2011-01-30
7027,2011-02-05
7028,2011-01-18
7029,2011-01-30
7030,2011-02-07
7031,2011-02-11
7032,2011-02-16
7033,2011-02-07
7034,2011-02-04
7035,2011-02-05
7036,2011-02-11
7037,2011-02-28
7038,2011-01-13
7039,2011-01-09
7040,2011-01-09
7041,2011-02-20
7042,2011-02-06
7043,2011-01-19
7044,2011-02-15
7045,2011-01-12
7046,2011-02-19
7047,2011-01-16
7048,2011-02-27
7049,2011-02-16
7050,2011-01-19
7051,2011-01-23
7052,2011-01-14
7053,2011-02-02
7054,2011-01-18
7055,2011-02-15
7056,2011-01-10
7057,2011-01-07
7058,2011-01-09
7059,2011-02-28
7060,2011-02-09
7061,2011-01-15
7062,2011-01-01
7063,2011-02-17
7064,2011-02-27
7065,2011-02-05
7066,2011-01-25
7067,2011-01-29
7068,2011-02-21
7069,2011-01-11
7070,2011-02-19
7071,2011-01-09
7072,2011-01-02
7073,2011-01-20
7074,2011-02-14
7075,2011-02-17
7076,2011-02-06
7077,2011-01-17
7078,2011-02-13
7079,2011-02-22
7080,2011-01-18
7081,2011-01-04
7082,2011-01-24
7083,2011-02-15
7084,2011-02-21
7085,2011-01-06
7086,2011-02-18
7087,2011-01-19
7088,2011-01-11
7089,2011-01-19
7090,2011-02-25
7091,2011-02-28
7092,2011-02-10
7093,2011-02-25
