,alpha_customer,customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,policy_n,renew_offer_type,sales_channel,vehicle_class,vehicle_size
198,EH,41854,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,3,Branch,Two-Door Car,Medsize
199,MW,70227,California,Yes,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L,1,1,Branch,Four-Door Car,Medsize
200,SL,22297,California,No,Premium,Master,Disabled,F,Suburban,Single,Personal Auto,Personal L,1,1,Call Center,SUV,Medsize
201,RV,14138,Nevada,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
202,UO,62808,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L,1,2,Call Center,Four-Door Car,Medsize
203,ZX,64745,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,1,Agent,SUV,Medsize
204,FL,34139,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,1,Call Center,Four-Door Car,Medsize
205,TS,11219,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,1,Agent,SUV,Medsize
206,XX,12304,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L,1,2,Branch,Four-Door Car,Medsize
207,SD,64087,California,No,Premium,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L,2,1,Branch,SUV,Small
208,OY,38576,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L,3,2,Agent,SUV,Medsize
209,BG,76355,Washington,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,3,3,Web,Four-Door Car,Medsize
210,IP,66913,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L,3,2,Agent,Two-Door Car,Small
211,LE,95702,California,Yes,Basic,College,Retired,M,Suburban,Single,Special Auto,Special L,3,1,Agent,Four-Door Car,Medsize
212,KX,54357,Washington,No,Extended,College,Employed,M,Urban,Married,Corporate Auto,Corporate L,3,2,Web,Two-Door Car,Small
213,EZ,78112,California,No,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,Special L,3,1,Agent,Four-Door Car,Medsize
214,XN,16891,Arizona,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L,1,4,Agent,Four-Door Car,Small
215,XK,31350,Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L,1,4,Call Center,Four-Door Car,Large
216,CC,30924,Oregon,No,Premium,College,Employed,M,Urban,Married,Corporate Auto,Corporate L,3,4,Agent,Sports Car,Small
217,IT,78748,Oregon,Yes,Extended,High School or Below,Disabled,F,Suburban,Married,Special Auto,Special L,3,1,Agent,Two-Door Car,Small
218,KY,33386,Washington,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Web,Sports Car,Medsize
219,CO,44221,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,1,2,Branch,Four-Door Car,Medsize
220,LK,60013,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,2,3,Branch,Four-Door Car,Medsize
221,DE,21533,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L,2,1,Call Center,Four-Door Car,Medsize
222,YS,94121,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L,1,1,Call Center,Four-Door Car,Small
223,UK,68427,Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L,3,2,Branch,Two-Door Car,Small
224,TE,49565,Oregon,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Personal L,3,2,Call Center,SUV,Small
225,RA,88421,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L,3,3,Branch,Four-Door Car,Medsize
226,KQ,51983,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,1,1,Branch,Two-Door Car,Medsize
227,CD,88896,Nevada,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,Corporate L,3,2,Agent,Four-Door Car,Medsize
228,YV,22553,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L,3,1,Agent,SUV,Small
229,WU,14435,California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,Corporate L,1,1,Agent,Four-Door Car,Small
230,XV,84099,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L,1,1,Call Center,Four-Door Car,Medsize
231,RI,24911,Arizona,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L,3,2,Agent,Two-Door Car,Medsize
232,KO,26461,Arizona,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
233,HI,14283,Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,1,Web,SUV,Small
234,PT,50227,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,3,Call Center,Two-Door Car,Medsize
235,BH,36570,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Two-Door Car,Small
236,TX,17484,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,2,1,Web,Four-Door Car,Large
237,CT,41158,Washington,No,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,Corporate L,1,2,Branch,SUV,Large
238,AO,87348,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Small
239,DE,55857,Washington,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Small
240,LF,66923,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L,3,2,Agent,Two-Door Car,Small
241,CN,24514,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L,1,3,Agent,Four-Door Car,Large
242,UW,32074,Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L,3,1,Branch,Four-Door Car,Small
243,HP,36979,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Web,Two-Door Car,Large
244,PP,40919,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,1,Agent,Two-Door Car,Medsize
245,RO,73268,California,No,Extended,Bachelor,Disabled,M,Suburban,Divorced,Corporate Auto,Corporate L,2,3,Agent,Two-Door Car,Medsize
246,HO,61691,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L,1,4,Agent,Four-Door Car,Medsize
247,BS,13062,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L,2,4,Call Center,Four-Door Car,Small
248,FO,35655,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L,3,1,Branch,Luxury SUV,Medsize
249,HR,10526,California,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L,2,1,Call Center,Four-Door Car,Medsize
250,IA,63417,Arizona,No,Premium,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,Personal L,3,3,Web,Two-Door Car,Medsize
251,BH,35016,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Call Center,Two-Door Car,Medsize
252,PK,52952,Arizona,No,Basic,Doctor,Employed,M,Suburban,Single,Personal Auto,Personal L,3,1,Call Center,SUV,Medsize
253,OD,76309,Washington,Yes,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Agent,SUV,Small
254,IL,28481,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L,3,4,Call Center,Four-Door Car,Large
255,GY,55092,Nevada,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,Personal L,3,2,Agent,SUV,Medsize
256,UF,33451,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
257,CF,15558,California,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L,3,2,Call Center,Two-Door Car,Small
258,JM,62924,Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,3,Branch,Four-Door Car,Medsize
259,EM,66435,Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Corporate L,3,1,Agent,Four-Door Car,Medsize
260,QX,45933,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Small
261,JI,71369,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L,1,1,Web,Four-Door Car,Medsize
262,JU,93290,Arizona,No,Basic,College,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L,2,1,Web,Four-Door Car,Medsize
263,GU,66096,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
264,UC,33108,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Small
265,LW,93867,Oregon,No,Basic,College,Medical Leave,M,Rural,Married,Corporate Auto,Corporate L,1,1,Web,Four-Door Car,Medsize
266,OU,78470,Arizona,No,Extended,Master,Employed,F,Rural,Single,Corporate Auto,Corporate L,3,2,Call Center,Four-Door Car,Medsize
267,XW,90265,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,2,1,Agent,Two-Door Car,Small
268,HS,67749,California,No,Extended,College,Employed,M,Rural,Married,Corporate Auto,Corporate L,1,4,Agent,Four-Door Car,Medsize
269,VZ,51506,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,3,2,Call Center,Sports Car,Medsize
270,UI,64281,Nevada,No,Basic,Master,Medical Leave,F,Rural,Married,Personal Auto,Personal L,3,1,Call Center,Two-Door Car,Medsize
271,AE,98193,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,1,1,Branch,SUV,Medsize
272,AZ,74055,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,4,Call Center,Four-Door Car,Medsize
273,XS,76911,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,1,Agent,Sports Car,Small
274,AY,40674,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,2,2,Agent,SUV,Medsize
275,NA,12740,Oregon,No,Basic,Master,Disabled,M,Rural,Married,Special Auto,Special L,3,1,Web,Two-Door Car,Medsize
276,UA,84837,Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L,2,1,Branch,Four-Door Car,Medsize
277,DJ,51510,Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L,3,3,Agent,Four-Door Car,Medsize
278,VM,58985,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,3,Branch,Two-Door Car,Medsize
279,OH,60605,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Branch,Two-Door Car,Medsize
280,UO,98052,Nevada,No,Extended,College,Unemployed,M,Urban,Single,Personal Auto,Personal L,2,1,Web,Four-Door Car,Medsize
281,NC,53424,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L,2,4,Web,Two-Door Car,Medsize
282,LQ,13873,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Small
283,LA,97014,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,1,1,Agent,Two-Door Car,Medsize
284,NB,79936,Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L,2,1,Branch,Two-Door Car,Medsize
285,NT,89061,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Call Center,Four-Door Car,Medsize
286,AF,10970,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L,3,1,Call Center,Four-Door Car,Medsize
287,ZG,48513,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
288,JQ,59145,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,1,1,Agent,Sports Car,Medsize
289,FE,84989,Washington,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L,2,2,Call Center,Four-Door Car,Large
290,JT,52858,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,1,3,Branch,Four-Door Car,Medsize
291,MC,62068,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L,2,4,Agent,Four-Door Car,Large
292,EU,27538,Oregon,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L,3,1,Branch,Luxury Car,Medsize
293,RH,42306,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,2,3,Web,Four-Door Car,Small
294,US,23612,Oregon,No,Premium,High School or Below,Disabled,F,Rural,Married,Personal Auto,Personal L,2,1,Call Center,Two-Door Car,Large
295,WV,76014,Arizona,No,Basic,Doctor,Employed,M,Rural,Single,Special Auto,Special L,2,2,Branch,Four-Door Car,Medsize
296,RK,96223,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
297,MF,82000,Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Special Auto,Special L,2,2,Branch,Four-Door Car,Medsize
298,FM,46980,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,1,2,Branch,Four-Door Car,Small
299,SY,56792,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L,3,3,Web,Four-Door Car,Medsize
300,RF,61565,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
301,IM,94808,Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L,3,4,Web,Four-Door Car,Medsize
302,VI,14730,Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,Personal L,2,1,Web,Sports Car,Medsize
303,YR,34119,Washington,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L,1,1,Agent,SUV,Small
304,RR,77985,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,1,Call Center,Four-Door Car,Medsize
305,VC,22097,Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L,3,1,Agent,SUV,Medsize
306,WV,17090,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L,1,2,Call Center,SUV,Medsize
307,TM,23514,Oregon,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Personal L,3,3,Web,SUV,Medsize
308,MQ,68407,Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
309,GJ,59592,California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L,2,2,Call Center,Four-Door Car,Small
310,FY,56083,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Small
311,UA,94723,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
312,FW,91032,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L,2,4,Agent,Four-Door Car,Medsize
313,DE,34457,Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L,3,3,Call Center,SUV,Small
314,HD,32044,Oregon,No,Premium,Master,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L,3,1,Branch,Four-Door Car,Medsize
315,HH,30454,Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,3,Branch,SUV,Medsize
316,AH,84063,Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Corporate L,3,3,Call Center,SUV,Medsize
317,QA,17596,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Two-Door Car,Small
318,XI,41052,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L,2,3,Call Center,SUV,Medsize
319,DI,30528,California,Yes,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Web,Four-Door Car,Large
320,SC,66359,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L,3,4,Agent,SUV,Small
321,EN,61670,Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L,1,2,Branch,Four-Door Car,Medsize
322,DQ,10761,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L,3,1,Branch,Four-Door Car,Medsize
323,BQ,51587,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,2,Call Center,Four-Door Car,Medsize
324,JE,21522,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,2,4,Branch,Four-Door Car,Medsize
325,WS,47147,California,Yes,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,1,Branch,SUV,Medsize
326,ZA,64638,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,2,Web,Four-Door Car,Small
327,EW,38459,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L,1,2,Web,Four-Door Car,Medsize
328,QW,87316,Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
329,IC,43478,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L,1,1,Call Center,Two-Door Car,Medsize
330,TE,34064,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
331,WU,60905,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L,1,3,Web,SUV,Medsize
332,YM,18992,California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L,1,1,Agent,Two-Door Car,Medsize
333,PD,55753,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,1,4,Call Center,Four-Door Car,Medsize
334,KU,56006,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L,2,1,Call Center,Four-Door Car,Small
335,MJ,69973,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,Two-Door Car,Medsize
336,TW,43626,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Large
337,XX,84133,California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L,2,4,Call Center,Four-Door Car,Medsize
338,ZW,84453,Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L,2,1,Web,Four-Door Car,Medsize
339,HO,29524,California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L,1,4,Branch,Two-Door Car,Medsize
340,VE,89726,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,3,Branch,SUV,Medsize
341,GE,87503,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,4,Call Center,SUV,Small
342,PX,90263,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
343,NI,17718,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,2,Web,Four-Door Car,Medsize
344,FY,32213,California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L,3,2,Call Center,Four-Door Car,Medsize
345,RZ,13254,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,2,Branch,Four-Door Car,Large
346,GN,45013,Oregon,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
347,UB,16654,Washington,No,Basic,Master,Disabled,M,Urban,Divorced,Personal Auto,Personal L,3,4,Web,Four-Door Car,Medsize
348,KU,84464,Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Medsize
349,YH,43527,Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L,2,4,Agent,Four-Door Car,Medsize
350,RO,30676,California,No,Premium,College,Disabled,F,Rural,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
351,QL,59704,Arizona,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Corporate L,3,2,Branch,Four-Door Car,Medsize
352,QH,19450,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,3,1,Call Center,Four-Door Car,Small
