,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
212,Washington,No,Extended,College,2011-01-22,Employed,M,Urban,Married,Corporate Auto,3,2,Web,Two-Door Car,Small
213,California,No,Basic,High School or Below,2011-02-24,Employed,F,Urban,Single,Special Auto,3,1,Agent,Four-Door Car,Medsize
214,Arizona,No,Basic,College,2011-02-28,Employed,M,Suburban,Divorced,Personal Auto,1,4,Agent,Four-Door Car,Small
215,Oregon,No,Extended,College,2011-01-25,Employed,F,Suburban,Married,Corporate Auto,1,4,Call Center,Four-Door Car,Large
216,Oregon,No,Premium,College,2011-02-26,Employed,M,Urban,Married,Corporate Auto,3,4,Agent,Sports Car,Small
217,Oregon,Yes,Extended,High School or Below,2011-02-19,Disabled,F,Suburban,Married,Special Auto,3,1,Agent,Two-Door Car,Small
218,Washington,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Web,Sports Car,Medsize
219,California,No,Basic,College,2011-01-02,Employed,M,Suburban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize
220,Oregon,No,Basic,Bachelor,2011-01-26,Employed,F,Suburban,Married,Personal Auto,2,3,Branch,Four-Door Car,Medsize
221,California,No,Basic,Bachelor,2011-02-02,Employed,M,Suburban,Divorced,Personal Auto,2,1,Call Center,Four-Door Car,Medsize
222,Nevada,No,Basic,High School or Below,2011-02-27,Employed,M,Suburban,Divorced,Personal Auto,1,1,Call Center,Four-Door Car,Small
223,Washington,Yes,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Personal Auto,3,2,Branch,Two-Door Car,Small
224,Oregon,No,Basic,College,2011-01-17,Disabled,F,Suburban,Married,Personal Auto,3,2,Call Center,SUV,Small
225,Oregon,No,Extended,College,2011-01-17,Employed,F,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize
226,Nevada,No,Basic,College,2011-02-24,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Two-Door Car,Medsize
227,Nevada,Yes,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Corporate Auto,3,2,Agent,Four-Door Car,Medsize
228,Arizona,No,Basic,High School or Below,2011-02-20,Employed,M,Urban,Married,Corporate Auto,3,1,Agent,SUV,Small
229,California,No,Basic,Bachelor,2011-02-19,Disabled,M,Suburban,Married,Corporate Auto,1,1,Agent,Four-Door Car,Small
230,Arizona,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,Suburban,Married,Corporate Auto,1,1,Call Center,Four-Door Car,Medsize
231,Arizona,Yes,Basic,College,2011-02-06,Employed,M,Urban,Single,Personal Auto,3,2,Agent,Two-Door Car,Medsize
232,Arizona,No,Extended,High School or Below,2011-02-27,Employed,M,Urban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize
233,Oregon,No,Premium,Bachelor,2011-02-01,Unemployed,F,Suburban,Married,Personal Auto,3,1,Web,SUV,Small
234,Arizona,No,Basic,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Personal Auto,3,3,Call Center,Two-Door Car,Medsize
235,California,No,Basic,Bachelor,2011-01-11,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Two-Door Car,Small
236,California,No,Basic,Bachelor,2011-02-10,Employed,F,Rural,Married,Personal Auto,2,1,Web,Four-Door Car,Large
237,Washington,No,Extended,College,2011-02-25,Employed,M,Urban,Divorced,Corporate Auto,1,2,Branch,SUV,Large
238,Washington,No,Basic,College,2011-02-16,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small
239,Washington,No,Basic,Bachelor,2011-01-30,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small
240,Nevada,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Small
241,Arizona,No,Basic,College,2011-01-14,Employed,F,Rural,Married,Personal Auto,1,3,Agent,Four-Door Car,Large
242,Oregon,No,Basic,College,2011-02-14,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Small
243,California,No,Extended,College,2011-02-03,Employed,M,Suburban,Married,Personal Auto,2,2,Web,Two-Door Car,Large
244,California,No,Extended,College,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,1,1,Agent,Two-Door Car,Medsize
245,California,No,Extended,Bachelor,2011-02-15,Disabled,M,Suburban,Divorced,Corporate Auto,2,3,Agent,Two-Door Car,Medsize
246,Arizona,No,Basic,Bachelor,2011-02-27,Employed,F,Suburban,Divorced,Personal Auto,1,4,Agent,Four-Door Car,Medsize
247,Arizona,No,Extended,High School or Below,2011-01-21,Unemployed,F,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Small
248,Oregon,No,Extended,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Branch,Luxury SUV,Medsize
249,California,No,Basic,Master,2011-01-25,Employed,M,Suburban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Medsize
250,Arizona,No,Premium,High School or Below,2011-02-02,Retired,F,Suburban,Divorced,Personal Auto,3,3,Web,Two-Door Car,Medsize
251,Nevada,No,Basic,Bachelor,2011-02-09,Employed,F,Suburban,Divorced,Personal Auto,3,1,Call Center,Two-Door Car,Medsize
252,Arizona,No,Basic,Doctor,2011-02-28,Employed,M,Suburban,Single,Personal Auto,3,1,Call Center,SUV,Medsize
253,Washington,Yes,Basic,College,2011-01-27,Retired,F,Suburban,Divorced,Personal Auto,3,1,Agent,SUV,Small
254,Oregon,No,Extended,Bachelor,2011-02-19,Employed,M,Urban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Large
255,Nevada,Yes,Extended,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Personal Auto,3,2,Agent,SUV,Medsize
256,Oregon,No,Extended,Bachelor,2011-02-14,Employed,F,Urban,Married,Personal Auto,3,1,Agent,SUV,Medsize
257,California,No,Basic,Master,2011-01-30,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Small
258,Washington,No,Extended,Bachelor,2011-02-09,Employed,M,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize
259,Oregon,No,Basic,Bachelor,2011-02-06,Employed,F,Rural,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Medsize
260,California,No,Basic,Bachelor,2011-02-23,Unemployed,M,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Small
261,California,No,Basic,College,2011-02-22,Employed,F,Rural,Married,Personal Auto,1,1,Web,Four-Door Car,Medsize
262,Arizona,No,Basic,College,2011-01-16,Medical Leave,F,Suburban,Divorced,Personal Auto,2,1,Web,Four-Door Car,Medsize
263,Arizona,No,Basic,High School or Below,2011-02-02,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize
264,California,No,Extended,Bachelor,2011-02-22,Employed,M,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Small
265,Oregon,No,Basic,College,2011-01-03,Medical Leave,M,Rural,Married,Corporate Auto,1,1,Web,Four-Door Car,Medsize
266,Arizona,No,Extended,Master,2011-02-27,Employed,F,Rural,Single,Corporate Auto,3,2,Call Center,Four-Door Car,Medsize
267,Arizona,No,Basic,Bachelor,2011-02-15,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,Two-Door Car,Small
268,California,No,Extended,College,2011-01-11,Employed,M,Rural,Married,Corporate Auto,1,4,Agent,Four-Door Car,Medsize
269,Arizona,No,Basic,High School or Below,2011-01-21,Unemployed,F,Suburban,Single,Corporate Auto,3,2,Call Center,Sports Car,Medsize
270,Nevada,No,Basic,Master,2011-01-26,Medical Leave,F,Rural,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize
271,Washington,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,SUV,Medsize
272,Oregon,No,Premium,High School or Below,2011-02-23,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Medsize
273,Arizona,No,Extended,High School or Below,2011-02-04,Unemployed,F,Suburban,Married,Personal Auto,3,1,Agent,Sports Car,Small
274,Washington,No,Extended,Bachelor,2011-02-06,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,SUV,Medsize
275,Oregon,No,Basic,Master,2011-02-10,Disabled,M,Rural,Married,Special Auto,3,1,Web,Two-Door Car,Medsize
276,Arizona,No,Premium,College,2011-01-02,Employed,M,Suburban,Divorced,Corporate Auto,2,1,Branch,Four-Door Car,Medsize
277,Arizona,No,Premium,High School or Below,2011-02-10,Employed,F,Rural,Married,Personal Auto,3,3,Agent,Four-Door Car,Medsize
278,California,No,Extended,College,2011-01-19,Unemployed,M,Suburban,Single,Personal Auto,3,3,Branch,Two-Door Car,Medsize
279,Oregon,No,Extended,High School or Below,2011-02-23,Employed,F,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Medsize
280,Nevada,No,Extended,College,2011-01-07,Unemployed,M,Urban,Single,Personal Auto,2,1,Web,Four-Door Car,Medsize
281,California,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Married,Personal Auto,2,4,Web,Two-Door Car,Medsize
282,Nevada,No,Basic,High School or Below,2011-02-15,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Small
283,Washington,No,Basic,Bachelor,2011-02-24,Employed,M,Suburban,Married,Personal Auto,1,1,Agent,Two-Door Car,Medsize
284,Washington,No,Premium,Bachelor,2011-02-02,Employed,M,Rural,Single,Personal Auto,2,1,Branch,Two-Door Car,Medsize
285,Arizona,No,Extended,High School or Below,2011-01-07,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize
286,Arizona,No,Basic,Bachelor,2011-02-28,Employed,F,Suburban,Married,Corporate Auto,3,1,Call Center,Four-Door Car,Medsize
287,California,No,Basic,Bachelor,2011-02-17,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize
288,California,No,Basic,High School or Below,2011-02-12,Unemployed,M,Suburban,Married,Personal Auto,1,1,Agent,Sports Car,Medsize
289,Washington,No,Basic,College,2011-01-09,Employed,M,Urban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Large
290,Oregon,No,Premium,Bachelor,2011-01-10,Employed,F,Suburban,Married,Personal Auto,1,3,Branch,Four-Door Car,Medsize
291,California,No,Extended,High School or Below,2011-01-08,Employed,M,Urban,Married,Personal Auto,2,4,Agent,Four-Door Car,Large
292,Oregon,No,Extended,Master,2011-01-25,Employed,M,Rural,Married,Personal Auto,3,1,Branch,Luxury Car,Medsize
293,Arizona,No,Basic,Bachelor,2011-01-27,Unemployed,F,Suburban,Single,Corporate Auto,2,3,Web,Four-Door Car,Small
294,Oregon,No,Premium,High School or Below,2011-01-12,Disabled,F,Rural,Married,Personal Auto,2,1,Call Center,Two-Door Car,Large
295,Arizona,No,Basic,Doctor,2011-01-16,Employed,M,Rural,Single,Special Auto,2,2,Branch,Four-Door Car,Medsize
296,California,No,Basic,College,2011-01-22,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize
297,Washington,No,Basic,Bachelor,2011-01-13,Unemployed,F,Rural,Married,Special Auto,2,2,Branch,Four-Door Car,Medsize
298,Arizona,No,Basic,College,2011-02-11,Employed,M,Suburban,Married,Personal Auto,1,2,Branch,Four-Door Car,Small
299,Oregon,No,Premium,High School or Below,2011-01-04,Unemployed,M,Suburban,Divorced,Corporate Auto,3,3,Web,Four-Door Car,Medsize
300,California,No,Basic,College,2011-01-29,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize
301,Nevada,No,Basic,Bachelor,2011-02-28,Employed,M,Rural,Married,Corporate Auto,3,4,Web,Four-Door Car,Medsize
302,Oregon,Yes,Basic,High School or Below,2011-02-04,Retired,M,Suburban,Married,Personal Auto,2,1,Web,Sports Car,Medsize
303,Washington,No,Basic,College,2011-02-02,Employed,F,Rural,Married,Personal Auto,1,1,Agent,SUV,Small
304,Oregon,No,Extended,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Personal Auto,1,1,Call Center,Four-Door Car,Medsize
305,Washington,Yes,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Agent,SUV,Medsize
306,California,No,Basic,Bachelor,2011-02-01,Unemployed,M,Suburban,Married,Corporate Auto,1,2,Call Center,SUV,Medsize
307,Oregon,No,Extended,College,2011-01-01,Employed,M,Urban,Single,Personal Auto,3,3,Web,SUV,Medsize
308,Oregon,Yes,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal Auto,3,2,Agent,Four-Door Car,Medsize
309,California,Yes,Basic,Bachelor,2011-01-12,Employed,F,Suburban,Married,Corporate Auto,2,2,Call Center,Four-Door Car,Small
310,Oregon,No,Basic,Bachelor,2011-02-13,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Four-Door Car,Small
311,Oregon,Yes,Basic,High School or Below,2011-01-29,Employed,F,Urban,Married,Personal Auto,3,1,Agent,SUV,Medsize
312,California,No,Basic,High School or Below,2011-02-13,Employed,M,Rural,Married,Corporate Auto,2,4,Agent,Four-Door Car,Medsize
313,Oregon,No,Basic,Doctor,2011-01-22,Employed,F,Urban,Married,Personal Auto,3,3,Call Center,SUV,Small
314,Oregon,No,Premium,Master,2011-01-25,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Medsize
315,Oregon,No,Premium,Bachelor,2011-02-23,Unemployed,M,Suburban,Single,Personal Auto,3,3,Branch,SUV,Medsize
316,Oregon,No,Extended,College,2011-02-18,Employed,F,Rural,Married,Corporate Auto,3,3,Call Center,SUV,Medsize
317,California,No,Extended,Bachelor,2011-01-03,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Small
318,California,No,Extended,Bachelor,2011-01-09,Employed,F,Suburban,Single,Personal Auto,2,3,Call Center,SUV,Medsize
319,California,Yes,Basic,Master,2011-01-03,Employed,F,Rural,Married,Personal Auto,3,2,Web,Four-Door Car,Large
320,Arizona,No,Basic,College,2011-02-21,Employed,F,Rural,Married,Corporate Auto,3,4,Agent,SUV,Small
321,Arizona,Yes,Basic,Doctor,2011-02-22,Employed,F,Urban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize
322,Oregon,No,Basic,Bachelor,2011-01-09,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Branch,Four-Door Car,Medsize
323,California,No,Basic,College,2011-02-07,Unemployed,F,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Medsize
324,California,No,Extended,Bachelor,2011-02-26,Employed,M,Suburban,Married,Personal Auto,2,4,Branch,Four-Door Car,Medsize
325,California,Yes,Basic,College,2011-01-30,Unemployed,M,Suburban,Married,Personal Auto,3,1,Branch,SUV,Medsize
326,Nevada,No,Extended,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Personal Auto,2,2,Web,Four-Door Car,Small
327,Nevada,No,Basic,Bachelor,2011-02-20,Employed,F,Rural,Married,Corporate Auto,1,2,Web,Four-Door Car,Medsize
328,Oregon,No,Basic,College,2011-01-20,Employed,F,Urban,Divorced,Personal Auto,2,2,Agent,Four-Door Car,Medsize
329,California,No,Extended,Bachelor,2011-01-22,Employed,M,Suburban,Single,Personal Auto,1,1,Call Center,Two-Door Car,Medsize
330,California,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize
331,California,No,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Married,Corporate Auto,1,3,Web,SUV,Medsize
332,California,No,Basic,College,2011-02-02,Employed,F,Suburban,Divorced,Personal Auto,1,1,Agent,Two-Door Car,Medsize
333,Oregon,No,Extended,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Personal Auto,1,4,Call Center,Four-Door Car,Medsize
334,Arizona,No,Basic,College,2011-01-07,Employed,F,Suburban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Small
335,Arizona,No,Basic,High School or Below,2011-02-27,Unemployed,M,Suburban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize
336,California,No,Basic,College,2011-01-21,Employed,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Large
337,California,No,Basic,Bachelor,2011-02-04,Employed,M,Rural,Married,Corporate Auto,2,4,Call Center,Four-Door Car,Medsize
338,Arizona,No,Basic,Bachelor,2011-01-08,Unemployed,F,Rural,Married,Personal Auto,2,1,Web,Four-Door Car,Medsize
339,California,No,Extended,College,2011-02-04,Employed,M,Rural,Married,Personal Auto,1,4,Branch,Two-Door Car,Medsize
340,California,No,Basic,High School or Below,2011-01-15,Unemployed,F,Suburban,Single,Personal Auto,1,3,Branch,SUV,Medsize
341,California,No,Premium,High School or Below,2011-02-07,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,SUV,Small
342,Oregon,No,Basic,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize
343,California,No,Basic,High School or Below,2011-02-09,Unemployed,F,Suburban,Single,Personal Auto,3,2,Web,Four-Door Car,Medsize
344,California,Yes,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Medsize
345,Nevada,No,Basic,Bachelor,2011-01-15,Unemployed,F,Suburban,Single,Personal Auto,1,2,Branch,Four-Door Car,Large
346,Oregon,No,Basic,High School or Below,2011-02-06,Medical Leave,M,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize
347,Washington,No,Basic,Master,2011-02-27,Disabled,M,Urban,Divorced,Personal Auto,3,4,Web,Four-Door Car,Medsize
348,Nevada,No,Extended,Bachelor,2011-01-17,Employed,F,Rural,Married,Personal Auto,3,1,Call Center,Four-Door Car,Medsize
349,Oregon,No,Extended,College,2011-01-07,Employed,F,Suburban,Married,Corporate Auto,2,4,Agent,Four-Door Car,Medsize
350,California,No,Premium,College,2011-01-03,Disabled,F,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize
351,Arizona,No,Basic,College,2011-01-26,Employed,F,Urban,Married,Corporate Auto,3,2,Branch,Four-Door Car,Medsize
352,California,No,Basic,High School or Below,2011-01-07,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Call Center,Four-Door Car,Small
353,Washington,No,Basic,Master,2011-01-14,Employed,F,Rural,Married,Personal Auto,3,2,Web,Two-Door Car,Medsize
354,Washington,No,Basic,High School or Below,2011-02-20,Unemployed,F,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Large
355,California,No,Basic,High School or Below,2011-01-01,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Small
356,Oregon,No,Basic,Master,2011-01-10,Employed,F,Urban,Divorced,Personal Auto,2,2,Branch,SUV,Medsize
357,California,No,Premium,High School or Below,2011-01-27,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize
358,Nevada,No,Basic,College,2011-02-07,Employed,F,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize
359,California,No,Basic,Doctor,2011-01-25,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Small
360,Nevada,No,Basic,College,2011-02-11,Unemployed,M,Suburban,Single,Personal Auto,1,3,Call Center,Four-Door Car,Medsize
361,Arizona,Yes,Extended,Bachelor,2011-01-19,Unemployed,F,Suburban,Married,Personal Auto,1,2,Agent,Four-Door Car,Small
362,California,No,Basic,Bachelor,2011-02-04,Unemployed,F,Suburban,Single,Personal Auto,2,2,Agent,Sports Car,Large
363,Oregon,Yes,Basic,Bachelor,2011-02-09,Medical Leave,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize
364,California,No,Basic,High School or Below,2011-02-20,Medical Leave,M,Suburban,Married,Special Auto,3,1,Branch,Four-Door Car,Large
365,Arizona,No,Extended,Bachelor,2011-02-04,Employed,M,Suburban,Divorced,Corporate Auto,2,1,Call Center,Four-Door Car,Small
366,California,No,Premium,College,2011-01-08,Employed,F,Urban,Single,Personal Auto,3,2,Call Center,SUV,Small
367,California,Yes,Basic,College,2011-02-02,Medical Leave,F,Suburban,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Medsize
368,Oregon,No,Basic,Bachelor,2011-02-07,Employed,F,Rural,Married,Personal Auto,3,2,Web,Four-Door Car,Medsize
369,Oregon,Yes,Extended,Master,2011-01-10,Employed,F,Rural,Married,Corporate Auto,2,1,Branch,Four-Door Car,Large
370,California,Yes,Basic,Bachelor,2011-01-26,Employed,M,Suburban,Married,Personal Auto,1,2,Call Center,Two-Door Car,Medsize
371,California,No,Basic,High School or Below,2011-02-01,Unemployed,F,Suburban,Single,Personal Auto,1,1,Branch,Sports Car,Medsize
372,Arizona,No,Basic,Bachelor,2011-01-28,Disabled,M,Suburban,Single,Corporate Auto,3,1,Agent,Four-Door Car,Medsize
373,California,Yes,Basic,Bachelor,2011-01-11,Employed,F,Suburban,Divorced,Personal Auto,3,1,Web,SUV,Medsize
374,Oregon,No,Basic,Master,2011-02-03,Employed,F,Rural,Married,Personal Auto,3,2,Branch,Two-Door Car,Medsize
375,Arizona,No,Extended,College,2011-02-04,Employed,M,Rural,Married,Special Auto,3,1,Agent,SUV,Small
376,California,No,Basic,High School or Below,2011-02-14,Disabled,F,Suburban,Married,Personal Auto,2,4,Web,SUV,Medsize
377,California,No,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Married,Personal Auto,2,4,Branch,SUV,Medsize
378,Nevada,No,Basic,High School or Below,2011-02-23,Retired,F,Suburban,Single,Personal Auto,3,2,Agent,Two-Door Car,Medsize
379,California,Yes,Extended,College,2011-02-12,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Medsize
380,Arizona,No,Extended,College,2011-01-05,Employed,M,Urban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Medsize
