,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,sales_channel,vehicle_class,vehicle_size
283,Washington,0,1,2,Employed,1,Suburban,Married,Personal Auto,1,Agent,Two-Door Car,2
284,Washington,0,3,2,Employed,1,Rural,Single,Personal Auto,2,Branch,Two-Door Car,2
285,Arizona,0,2,1,Employed,0,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,2
286,Arizona,0,1,2,Employed,0,Suburban,Married,Corporate Auto,3,Call Center,Four-Door Car,2
287,California,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
288,California,0,1,1,Unemployed,1,Suburban,Married,Personal Auto,1,Agent,Sports Car,2
289,Washington,0,1,2,Employed,1,Urban,Married,Personal Auto,2,Call Center,Four-Door Car,3
290,Oregon,0,3,2,Employed,0,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,2
291,California,0,2,1,Employed,1,Urban,Married,Personal Auto,2,Agent,Four-Door Car,3
292,Oregon,0,2,3,Employed,1,Rural,Married,Personal Auto,3,Branch,Luxury Car,2
293,Arizona,0,1,2,Unemployed,0,Suburban,Single,Corporate Auto,2,Web,Four-Door Car,1
294,Oregon,0,3,1,Disabled,0,Rural,Married,Personal Auto,2,Call Center,Two-Door Car,3
295,Arizona,0,1,4,Employed,1,Rural,Single,Special Auto,2,Branch,Four-Door Car,2
296,California,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,SUV,2
297,Washington,0,1,2,Unemployed,0,Rural,Married,Special Auto,2,Branch,Four-Door Car,2
298,Arizona,0,1,2,Employed,1,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,1
299,Oregon,0,3,1,Unemployed,1,Suburban,Divorced,Corporate Auto,3,Web,Four-Door Car,2
300,California,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
301,Nevada,0,1,2,Employed,1,Rural,Married,Corporate Auto,3,Web,Four-Door Car,2
302,Oregon,1,1,1,Retired,1,Suburban,Married,Personal Auto,2,Web,Sports Car,2
303,Washington,0,1,2,Employed,0,Rural,Married,Personal Auto,1,Agent,SUV,1
304,Oregon,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,2
305,Washington,1,1,2,Unemployed,0,Suburban,Divorced,Corporate Auto,3,Agent,SUV,2
306,California,0,1,2,Unemployed,1,Suburban,Married,Corporate Auto,1,Call Center,SUV,2
307,Oregon,0,2,2,Employed,1,Urban,Single,Personal Auto,3,Web,SUV,2
308,Oregon,1,3,2,Employed,0,Rural,Divorced,Personal Auto,3,Agent,Four-Door Car,2
309,California,1,1,2,Employed,0,Suburban,Married,Corporate Auto,2,Call Center,Four-Door Car,1
310,Oregon,0,1,2,Employed,1,Rural,Married,Personal Auto,2,Agent,Four-Door Car,1
311,Oregon,1,1,1,Employed,0,Urban,Married,Personal Auto,3,Agent,SUV,2
312,California,0,1,1,Employed,1,Rural,Married,Corporate Auto,2,Agent,Four-Door Car,2
313,Oregon,0,1,4,Employed,0,Urban,Married,Personal Auto,3,Call Center,SUV,1
314,Oregon,0,3,3,Employed,0,Suburban,Divorced,Corporate Auto,3,Branch,Four-Door Car,2
315,Oregon,0,3,2,Unemployed,1,Suburban,Single,Personal Auto,3,Branch,SUV,2
316,Oregon,0,2,2,Employed,0,Rural,Married,Corporate Auto,3,Call Center,SUV,2
317,California,0,2,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,1
318,California,0,2,2,Employed,0,Suburban,Single,Personal Auto,2,Call Center,SUV,2
319,California,1,1,3,Employed,0,Rural,Married,Personal Auto,3,Web,Four-Door Car,3
320,Arizona,0,1,2,Employed,0,Rural,Married,Corporate Auto,3,Agent,SUV,1
321,Arizona,1,1,4,Employed,0,Urban,Married,Personal Auto,1,Branch,Four-Door Car,2
322,Oregon,0,1,2,Unemployed,1,Suburban,Single,Corporate Auto,3,Branch,Four-Door Car,2
323,California,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,2
324,California,0,2,2,Employed,1,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,2
325,California,1,1,2,Unemployed,1,Suburban,Married,Personal Auto,3,Branch,SUV,2
326,Nevada,0,2,1,Unemployed,0,Suburban,Single,Personal Auto,2,Web,Four-Door Car,1
327,Nevada,0,1,2,Employed,0,Rural,Married,Corporate Auto,1,Web,Four-Door Car,2
328,Oregon,0,1,2,Employed,0,Urban,Divorced,Personal Auto,2,Agent,Four-Door Car,2
329,California,0,2,2,Employed,1,Suburban,Single,Personal Auto,1,Call Center,Two-Door Car,2
330,California,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
331,California,0,1,1,Unemployed,0,Suburban,Married,Corporate Auto,1,Web,SUV,2
332,California,0,1,2,Employed,0,Suburban,Divorced,Personal Auto,1,Agent,Two-Door Car,2
333,Oregon,0,2,1,Unemployed,1,Suburban,Married,Personal Auto,1,Call Center,Four-Door Car,2
334,Arizona,0,1,2,Employed,0,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,1
335,Arizona,0,1,1,Unemployed,1,Suburban,Married,Personal Auto,3,Call Center,Two-Door Car,2
336,California,0,1,2,Employed,1,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,3
337,California,0,1,2,Employed,1,Rural,Married,Corporate Auto,2,Call Center,Four-Door Car,2
338,Arizona,0,1,2,Unemployed,0,Rural,Married,Personal Auto,2,Web,Four-Door Car,2
339,California,0,2,2,Employed,1,Rural,Married,Personal Auto,1,Branch,Two-Door Car,2
340,California,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,1,Branch,SUV,2
341,California,0,3,1,Employed,1,Suburban,Married,Personal Auto,3,Call Center,SUV,1
342,Oregon,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,2
343,California,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,3,Web,Four-Door Car,2
344,California,1,1,1,Employed,0,Suburban,Single,Personal Auto,3,Call Center,Four-Door Car,2
345,Nevada,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,3
346,Oregon,0,1,1,Medical Leave,1,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,2
347,Washington,0,1,3,Disabled,1,Urban,Divorced,Personal Auto,3,Web,Four-Door Car,2
348,Nevada,0,2,2,Employed,0,Rural,Married,Personal Auto,3,Call Center,Four-Door Car,2
349,Oregon,0,2,2,Employed,0,Suburban,Married,Corporate Auto,2,Agent,Four-Door Car,2
350,California,0,3,2,Disabled,0,Rural,Married,Personal Auto,3,Agent,Four-Door Car,2
351,Arizona,0,1,2,Employed,0,Urban,Married,Corporate Auto,3,Branch,Four-Door Car,2
352,California,0,1,1,Unemployed,0,Suburban,Single,Corporate Auto,3,Call Center,Four-Door Car,1
353,Washington,0,1,3,Employed,0,Rural,Married,Personal Auto,3,Web,Two-Door Car,2
354,Washington,0,1,1,Unemployed,0,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,3
355,California,0,1,1,Employed,1,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,1
356,Oregon,0,1,3,Employed,0,Urban,Divorced,Personal Auto,2,Branch,SUV,2
357,California,0,3,1,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,SUV,2
358,Nevada,0,1,2,Employed,0,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
359,California,0,1,4,Employed,1,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,1
360,Nevada,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,2
361,Arizona,1,2,2,Unemployed,0,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,1
362,California,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,2,Agent,Sports Car,3
363,Oregon,1,1,2,Medical Leave,1,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
364,California,0,1,1,Medical Leave,1,Suburban,Married,Special Auto,3,Branch,Four-Door Car,3
365,Arizona,0,2,2,Employed,1,Suburban,Divorced,Corporate Auto,2,Call Center,Four-Door Car,1
366,California,0,3,2,Employed,0,Urban,Single,Personal Auto,3,Call Center,SUV,1
367,California,1,1,2,Medical Leave,0,Suburban,Married,Corporate Auto,3,Call Center,Four-Door Car,2
368,Oregon,0,1,2,Employed,0,Rural,Married,Personal Auto,3,Web,Four-Door Car,2
369,Oregon,1,2,3,Employed,0,Rural,Married,Corporate Auto,2,Branch,Four-Door Car,3
370,California,1,1,2,Employed,1,Suburban,Married,Personal Auto,1,Call Center,Two-Door Car,2
371,California,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,1,Branch,Sports Car,2
372,Arizona,0,1,2,Disabled,1,Suburban,Single,Corporate Auto,3,Agent,Four-Door Car,2
373,California,1,1,2,Employed,0,Suburban,Divorced,Personal Auto,3,Web,SUV,2
374,Oregon,0,1,3,Employed,0,Rural,Married,Personal Auto,3,Branch,Two-Door Car,2
375,Arizona,0,2,2,Employed,1,Rural,Married,Special Auto,3,Agent,SUV,1
376,California,0,1,1,Disabled,0,Suburban,Married,Personal Auto,2,Web,SUV,2
377,California,0,3,2,Employed,0,Suburban,Married,Personal Auto,2,Branch,SUV,2
378,Nevada,0,1,1,Retired,0,Suburban,Single,Personal Auto,3,Agent,Two-Door Car,2
379,California,1,2,2,Employed,0,Suburban,Divorced,Corporate Auto,3,Branch,Four-Door Car,2
380,Arizona,0,2,2,Employed,1,Urban,Married,Personal Auto,1,Call Center,Four-Door Car,2
381,Arizona,1,1,2,Employed,0,Urban,Married,Special Auto,3,Agent,Four-Door Car,2
382,Washington,0,1,2,Employed,0,Suburban,Married,Personal Auto,2,Web,Two-Door Car,2
383,Arizona,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Call Center,SUV,1
384,Washington,0,3,4,Employed,1,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,1
385,Oregon,0,1,2,Employed,0,Suburban,Single,Personal Auto,3,Agent,SUV,2
386,Washington,0,1,1,Employed,0,Urban,Married,Corporate Auto,2,Branch,Two-Door Car,2
387,Oregon,0,2,2,Disabled,1,Urban,Single,Personal Auto,2,Branch,Four-Door Car,2
388,California,1,1,2,Retired,1,Suburban,Married,Personal Auto,3,Agent,Sports Car,2
389,California,0,1,3,Employed,0,Rural,Single,Personal Auto,2,Branch,Four-Door Car,2
390,California,0,1,3,Employed,1,Urban,Married,Personal Auto,1,Branch,Four-Door Car,2
391,California,0,1,2,Employed,1,Rural,Married,Corporate Auto,3,Agent,Four-Door Car,3
392,California,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,1
393,Nevada,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,2,Agent,Two-Door Car,2
394,Washington,0,3,2,Employed,0,Rural,Divorced,Corporate Auto,1,Call Center,Four-Door Car,2
395,Oregon,0,2,1,Employed,1,Suburban,Divorced,Corporate Auto,3,Agent,Four-Door Car,2
396,Oregon,0,1,2,Employed,1,Rural,Single,Personal Auto,2,Agent,Two-Door Car,1
397,Arizona,0,1,2,Employed,0,Urban,Married,Corporate Auto,3,Agent,SUV,1
398,Nevada,1,3,1,Employed,0,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,2
399,Oregon,0,1,1,Employed,1,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,2
400,Washington,1,1,2,Employed,1,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,2
401,Washington,0,2,2,Medical Leave,0,Suburban,Divorced,Corporate Auto,2,Branch,SUV,2
402,Oregon,0,2,2,Unemployed,1,Suburban,Single,Special Auto,1,Web,Four-Door Car,2
403,Arizona,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,2
404,Nevada,0,2,2,Employed,0,Rural,Married,Personal Auto,3,Agent,Luxury SUV,1
405,California,0,2,1,Employed,0,Rural,Married,Personal Auto,3,Call Center,SUV,2
406,Oregon,0,1,1,Employed,1,Rural,Single,Corporate Auto,3,Web,Four-Door Car,2
407,California,0,1,3,Unemployed,0,Suburban,Married,Personal Auto,3,Call Center,Sports Car,3
408,Arizona,1,1,1,Employed,0,Suburban,Married,Personal Auto,1,Agent,Sports Car,2
409,California,0,1,1,Unemployed,1,Suburban,Married,Personal Auto,1,Agent,Luxury SUV,3
410,Oregon,0,3,2,Employed,1,Urban,Married,Personal Auto,3,Call Center,SUV,2
411,California,0,1,2,Employed,0,Urban,Married,Personal Auto,3,Agent,Four-Door Car,2
412,Oregon,0,1,3,Employed,0,Suburban,Married,Corporate Auto,2,Branch,Four-Door Car,2
413,California,0,1,1,Unemployed,0,Suburban,Divorced,Personal Auto,3,Branch,Two-Door Car,2
414,Arizona,1,2,2,Retired,0,Suburban,Divorced,Personal Auto,2,Branch,Four-Door Car,2
415,Oregon,0,1,2,Unemployed,0,Suburban,Single,Special Auto,1,Agent,Sports Car,2
416,Washington,0,1,2,Employed,1,Suburban,Married,Personal Auto,1,Call Center,Four-Door Car,2
417,Oregon,0,1,2,Unemployed,1,Suburban,Single,Corporate Auto,2,Call Center,Four-Door Car,2
418,Nevada,0,1,2,Medical Leave,1,Suburban,Married,Personal Auto,1,Web,Luxury Car,3
419,Oregon,0,1,3,Employed,1,Suburban,Married,Personal Auto,3,Agent,SUV,2
420,Oregon,0,2,2,Unemployed,1,Suburban,Married,Personal Auto,2,Agent,Sports Car,2
421,Oregon,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,1
422,Arizona,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Sports Car,1
423,Oregon,0,1,2,Employed,0,Rural,Married,Personal Auto,2,Branch,Two-Door Car,2
424,Oregon,0,3,1,Unemployed,0,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,2
425,California,0,2,2,Employed,1,Rural,Married,Personal Auto,3,Call Center,Luxury Car,1
426,Arizona,0,2,3,Employed,0,Urban,Married,Personal Auto,3,Branch,SUV,2
427,Oregon,0,1,3,Employed,1,Urban,Married,Personal Auto,1,Agent,Two-Door Car,2
428,Oregon,1,2,1,Retired,1,Suburban,Divorced,Corporate Auto,3,Agent,SUV,2
429,Oregon,0,3,1,Employed,1,Suburban,Married,Corporate Auto,1,Agent,SUV,2
430,Washington,0,1,2,Unemployed,1,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,3
431,Washington,0,1,2,Employed,0,Suburban,Single,Personal Auto,1,Branch,Two-Door Car,2
432,California,1,3,2,Employed,1,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,2
433,Oregon,0,2,3,Employed,0,Suburban,Single,Corporate Auto,3,Agent,Sports Car,2
434,Washington,1,2,2,Employed,0,Suburban,Single,Corporate Auto,2,Agent,SUV,2
435,California,0,1,4,Unemployed,1,Suburban,Married,Personal Auto,3,Branch,Luxury SUV,3
436,Washington,0,1,2,Employed,0,Suburban,Divorced,Personal Auto,3,Agent,Two-Door Car,2
437,Oregon,0,2,2,Employed,0,Rural,Married,Personal Auto,1,Call Center,Four-Door Car,3
438,Nevada,0,1,1,Employed,1,Rural,Married,Personal Auto,3,Agent,Sports Car,2
439,Oregon,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,3
440,Washington,0,3,2,Medical Leave,1,Suburban,Married,Corporate Auto,1,Call Center,Four-Door Car,1
441,Nevada,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,1,Agent,Two-Door Car,2
442,Oregon,0,2,2,Unemployed,1,Suburban,Married,Personal Auto,3,Agent,SUV,2
443,Oregon,0,1,1,Unemployed,0,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,2
444,Arizona,0,2,2,Employed,0,Rural,Single,Personal Auto,2,Web,Sports Car,1
445,California,0,1,2,Disabled,0,Suburban,Divorced,Corporate Auto,3,Agent,Four-Door Car,2
446,California,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,3,Web,Four-Door Car,2
447,California,0,1,1,Employed,1,Suburban,Married,Special Auto,1,Branch,SUV,2
448,Nevada,0,2,2,Unemployed,1,Suburban,Single,Corporate Auto,3,Web,Four-Door Car,1
449,Washington,0,1,2,Employed,1,Rural,Single,Personal Auto,2,Call Center,SUV,2
450,Oregon,0,1,2,Medical Leave,0,Suburban,Married,Personal Auto,3,Branch,Sports Car,2
451,Oregon,0,1,2,Medical Leave,1,Suburban,Married,Personal Auto,3,Web,SUV,2
452,Oregon,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,3
453,Nevada,0,2,3,Employed,1,Rural,Single,Corporate Auto,2,Agent,Four-Door Car,1
454,Nevada,0,1,2,Employed,1,Suburban,Divorced,Personal Auto,1,Branch,Four-Door Car,2
455,Oregon,0,1,2,Medical Leave,1,Suburban,Divorced,Corporate Auto,1,Branch,Four-Door Car,2
456,Nevada,0,2,4,Unemployed,1,Urban,Married,Corporate Auto,3,Agent,Two-Door Car,2
457,California,0,2,2,Employed,0,Suburban,Married,Personal Auto,2,Branch,Sports Car,2
458,California,0,1,1,Employed,1,Suburban,Single,Corporate Auto,1,Agent,Four-Door Car,2
459,California,0,2,2,Medical Leave,0,Urban,Married,Corporate Auto,3,Branch,Two-Door Car,3
460,Oregon,0,1,1,Employed,0,Urban,Divorced,Personal Auto,3,Call Center,Four-Door Car,2
461,California,0,1,2,Disabled,0,Suburban,Married,Personal Auto,1,Web,SUV,2
462,Nevada,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Web,Four-Door Car,2
463,Arizona,0,1,4,Employed,1,Urban,Married,Personal Auto,2,Web,Sports Car,2
464,Oregon,0,1,2,Medical Leave,1,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,1
465,Oregon,0,2,2,Employed,1,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,1
466,California,0,1,2,Employed,1,Urban,Married,Corporate Auto,3,Agent,Four-Door Car,2
467,Oregon,0,2,2,Unemployed,0,Suburban,Single,Corporate Auto,1,Web,Four-Door Car,2
468,Arizona,0,1,2,Employed,0,Rural,Married,Corporate Auto,3,Branch,Four-Door Car,2
469,California,0,2,2,Employed,1,Rural,Divorced,Corporate Auto,3,Web,SUV,1
470,California,0,1,1,Employed,1,Rural,Married,Personal Auto,2,Branch,Four-Door Car,2
471,Arizona,0,1,2,Employed,0,Rural,Married,Special Auto,2,Agent,Four-Door Car,2
472,Arizona,0,3,2,Unemployed,1,Suburban,Divorced,Corporate Auto,2,Branch,Two-Door Car,2
473,Arizona,0,3,1,Unemployed,1,Suburban,Married,Corporate Auto,2,Branch,Two-Door Car,2
474,Arizona,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
475,Oregon,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,2
476,Nevada,0,1,2,Unemployed,1,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,2
477,Arizona,0,2,2,Employed,1,Rural,Married,Personal Auto,3,Call Center,Four-Door Car,2
478,Oregon,0,2,1,Employed,0,Urban,Married,Personal Auto,3,Agent,Two-Door Car,2
479,Washington,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
480,Oregon,1,1,2,Employed,1,Rural,Married,Personal Auto,1,Agent,Four-Door Car,2
481,Washington,1,1,1,Employed,0,Rural,Single,Personal Auto,3,Agent,Four-Door Car,2
482,Arizona,1,1,2,Employed,0,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,2
483,California,1,1,2,Medical Leave,0,Suburban,Single,Personal Auto,1,Web,Two-Door Car,2
484,Arizona,0,2,3,Employed,0,Urban,Married,Personal Auto,3,Branch,Four-Door Car,2
485,Arizona,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,3,Call Center,Four-Door Car,2
486,Arizona,0,2,2,Employed,0,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,1
487,California,0,2,2,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
488,Oregon,0,1,1,Employed,1,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,1
489,Oregon,0,1,3,Employed,0,Rural,Married,Personal Auto,1,Branch,Four-Door Car,3
490,California,0,1,1,Employed,0,Suburban,Married,Corporate Auto,3,Branch,Four-Door Car,2
491,Oregon,0,1,2,Employed,0,Suburban,Single,Personal Auto,3,Web,Four-Door Car,3
492,Nevada,0,3,1,Employed,1,Suburban,Single,Personal Auto,2,Agent,Two-Door Car,2
493,Arizona,0,2,1,Unemployed,1,Suburban,Single,Corporate Auto,1,Agent,Two-Door Car,2
494,California,0,1,3,Employed,0,Rural,Married,Personal Auto,3,Branch,Four-Door Car,2
495,California,0,1,2,Employed,0,Suburban,Married,Personal Auto,1,Agent,SUV,2
496,Oregon,1,3,1,Employed,1,Suburban,Divorced,Personal Auto,3,Agent,Luxury SUV,2
497,Arizona,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,1
498,Nevada,0,2,4,Employed,1,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,2
499,Oregon,0,1,1,Employed,1,Urban,Married,Personal Auto,2,Branch,SUV,2
500,Nevada,0,2,2,Employed,0,Suburban,Single,Corporate Auto,2,Web,Two-Door Car,1
501,California,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,1
502,Nevada,0,1,2,Unemployed,1,Suburban,Single,Corporate Auto,2,Agent,SUV,2
503,Arizona,1,1,2,Employed,1,Urban,Married,Personal Auto,3,Web,Four-Door Car,2
504,Oregon,0,3,2,Employed,0,Suburban,Married,Corporate Auto,1,Call Center,Two-Door Car,2
505,California,0,1,1,Medical Leave,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,1
506,Oregon,0,1,2,Employed,0,Rural,Married,Corporate Auto,3,Agent,SUV,2
507,Oregon,0,1,4,Medical Leave,0,Suburban,Married,Corporate Auto,2,Branch,Four-Door Car,2
508,Nevada,0,2,2,Employed,0,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,2
509,Oregon,0,1,1,Employed,1,Suburban,Married,Corporate Auto,3,Agent,Two-Door Car,1
510,Oregon,0,3,2,Employed,0,Suburban,Divorced,Personal Auto,1,Agent,Luxury SUV,2
511,Oregon,0,2,2,Medical Leave,1,Suburban,Married,Personal Auto,1,Branch,SUV,1
512,Oregon,0,2,2,Employed,1,Rural,Single,Corporate Auto,3,Call Center,Sports Car,2
513,California,0,1,1,Unemployed,0,Suburban,Married,Corporate Auto,2,Call Center,SUV,2
514,California,0,3,1,Unemployed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
515,California,0,1,1,Unemployed,0,Suburban,Married,Personal Auto,2,Web,Two-Door Car,2
516,Arizona,0,2,2,Disabled,0,Suburban,Married,Special Auto,1,Agent,Four-Door Car,2
517,Arizona,0,3,2,Employed,1,Rural,Married,Corporate Auto,1,Web,Four-Door Car,2
518,Oregon,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,3,Call Center,Two-Door Car,3
519,Oregon,0,1,2,Employed,0,Suburban,Married,Personal Auto,2,Agent,Luxury SUV,2
520,California,0,2,2,Employed,0,Urban,Single,Corporate Auto,2,Branch,SUV,2
521,Oregon,1,1,1,Employed,1,Suburban,Single,Corporate Auto,3,Call Center,Four-Door Car,2
522,California,0,2,2,Unemployed,1,Suburban,Single,Corporate Auto,1,Branch,Luxury Car,1
523,Nevada,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,1
524,Arizona,0,1,2,Unemployed,1,Rural,Married,Personal Auto,1,Agent,Two-Door Car,2
525,Arizona,0,1,1,Employed,0,Suburban,Single,Corporate Auto,1,Web,Four-Door Car,2
526,Oregon,0,1,2,Employed,1,Suburban,Single,Personal Auto,3,Agent,Two-Door Car,2
527,Oregon,1,1,2,Employed,1,Suburban,Divorced,Personal Auto,3,Agent,Two-Door Car,2
528,Oregon,0,1,1,Retired,1,Suburban,Single,Personal Auto,2,Web,SUV,2
529,California,1,1,3,Employed,0,Rural,Married,Special Auto,2,Web,Four-Door Car,3
530,Arizona,0,1,2,Employed,1,Urban,Married,Corporate Auto,3,Web,Four-Door Car,2
531,Arizona,1,2,2,Unemployed,0,Suburban,Divorced,Personal Auto,3,Call Center,Two-Door Car,3
532,Oregon,0,2,3,Employed,1,Suburban,Married,Corporate Auto,3,Agent,Four-Door Car,1
533,Arizona,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,3
534,Nevada,0,2,2,Employed,0,Urban,Married,Personal Auto,2,Agent,Four-Door Car,1
535,Arizona,0,3,1,Medical Leave,0,Suburban,Divorced,Personal Auto,1,Web,Four-Door Car,2
536,Oregon,0,1,1,Employed,0,Rural,Divorced,Personal Auto,3,Call Center,SUV,2
537,Oregon,0,2,1,Unemployed,0,Suburban,Single,Personal Auto,3,Call Center,Four-Door Car,2
