,coverage,education,employment_status,gender,location_code,marital_status,vehicle_class,vehicle_size
467,2,2,Unemployed,0,Suburban,Single,Four-Door Car,2
468,1,2,Employed,0,Rural,Married,Four-Door Car,2
469,2,2,Employed,1,Rural,Divorced,SUV,1
470,1,1,Employed,1,Rural,Married,Four-Door Car,2
471,1,2,Employed,0,Rural,Married,Four-Door Car,2
472,3,2,Unemployed,1,Suburban,Divorced,Two-Door Car,2
473,3,1,Unemployed,1,Suburban,Married,Two-Door Car,2
474,2,2,Unemployed,0,Suburban,Single,Four-Door Car,2
475,1,2,Employed,0,Suburban,Married,Two-Door Car,2
476,1,2,Unemployed,1,Suburban,Married,Two-Door Car,2
477,2,2,Employed,1,Rural,Married,Four-Door Car,2
478,2,1,Employed,0,Urban,Married,Two-Door Car,2
479,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
480,1,2,Employed,1,Rural,Married,Four-Door Car,2
481,1,1,Employed,0,Rural,Single,Four-Door Car,2
482,1,2,Employed,0,Suburban,Married,Four-Door Car,2
483,1,2,Medical Leave,0,Suburban,Single,Two-Door Car,2
484,2,3,Employed,0,Urban,Married,Four-Door Car,2
485,2,2,Unemployed,0,Suburban,Single,Four-Door Car,2
486,2,2,Employed,0,Suburban,Married,Four-Door Car,1
487,2,2,Unemployed,1,Suburban,Single,Four-Door Car,2
488,1,1,Employed,1,Suburban,Married,Two-Door Car,1
489,1,3,Employed,0,Rural,Married,Four-Door Car,3
490,1,1,Employed,0,Suburban,Married,Four-Door Car,2
491,1,2,Employed,0,Suburban,Single,Four-Door Car,3
492,3,1,Employed,1,Suburban,Single,Two-Door Car,2
493,2,1,Unemployed,1,Suburban,Single,Two-Door Car,2
494,1,3,Employed,0,Rural,Married,Four-Door Car,2
495,1,2,Employed,0,Suburban,Married,SUV,2
496,3,1,Employed,1,Suburban,Divorced,Luxury SUV,2
497,1,1,Unemployed,0,Suburban,Single,Four-Door Car,1
498,2,4,Employed,1,Suburban,Single,Four-Door Car,2
499,1,1,Employed,1,Urban,Married,SUV,2
500,2,2,Employed,0,Suburban,Single,Two-Door Car,1
501,1,1,Unemployed,1,Suburban,Single,Four-Door Car,1
502,1,2,Unemployed,1,Suburban,Single,SUV,2
503,1,2,Employed,1,Urban,Married,Four-Door Car,2
504,3,2,Employed,0,Suburban,Married,Two-Door Car,2
505,1,1,Medical Leave,1,Suburban,Married,Four-Door Car,1
506,1,2,Employed,0,Rural,Married,SUV,2
507,1,4,Medical Leave,0,Suburban,Married,Four-Door Car,2
508,2,2,Employed,0,Suburban,Married,Four-Door Car,2
509,1,1,Employed,1,Suburban,Married,Two-Door Car,1
510,3,2,Employed,0,Suburban,Divorced,Luxury SUV,2
511,2,2,Medical Leave,1,Suburban,Married,SUV,1
512,2,2,Employed,1,Rural,Single,Sports Car,2
513,1,1,Unemployed,0,Suburban,Married,SUV,2
514,3,1,Unemployed,0,Suburban,Married,Four-Door Car,2
515,1,1,Unemployed,0,Suburban,Married,Two-Door Car,2
516,2,2,Disabled,0,Suburban,Married,Four-Door Car,2
517,3,2,Employed,1,Rural,Married,Four-Door Car,2
518,1,1,Unemployed,0,Suburban,Single,Two-Door Car,3
519,1,2,Employed,0,Suburban,Married,Luxury SUV,2
520,2,2,Employed,0,Urban,Single,SUV,2
521,1,1,Employed,1,Suburban,Single,Four-Door Car,2
522,2,2,Unemployed,1,Suburban,Single,Luxury Car,1
523,2,2,Unemployed,0,Suburban,Single,Four-Door Car,1
524,1,2,Unemployed,1,Rural,Married,Two-Door Car,2
525,1,1,Employed,0,Suburban,Single,Four-Door Car,2
526,1,2,Employed,1,Suburban,Single,Two-Door Car,2
527,1,2,Employed,1,Suburban,Divorced,Two-Door Car,2
528,1,1,Retired,1,Suburban,Single,SUV,2
529,1,3,Employed,0,Rural,Married,Four-Door Car,3
530,1,2,Employed,1,Urban,Married,Four-Door Car,2
531,2,2,Unemployed,0,Suburban,Divorced,Two-Door Car,3
532,2,3,Employed,1,Suburban,Married,Four-Door Car,1
533,2,2,Unemployed,0,Suburban,Single,Four-Door Car,3
534,2,2,Employed,0,Urban,Married,Four-Door Car,1
535,3,1,Medical Leave,0,Suburban,Divorced,Four-Door Car,2
536,1,1,Employed,0,Rural,Divorced,SUV,2
537,2,1,Unemployed,0,Suburban,Single,Four-Door Car,2
538,1,2,Unemployed,1,Suburban,Divorced,Two-Door Car,2
539,1,4,Medical Leave,1,Urban,Married,SUV,2
540,1,3,Employed,0,Rural,Married,Two-Door Car,2
541,1,1,Disabled,1,Suburban,Single,Luxury Car,2
542,1,1,Employed,0,Suburban,Married,SUV,2
543,2,2,Unemployed,1,Suburban,Divorced,SUV,2
544,3,1,Employed,1,Suburban,Married,Four-Door Car,1
545,1,1,Unemployed,0,Suburban,Single,Four-Door Car,1
546,1,2,Employed,1,Urban,Married,SUV,2
547,2,2,Employed,1,Suburban,Married,Four-Door Car,2
548,1,2,Employed,1,Suburban,Married,Four-Door Car,1
549,1,2,Employed,0,Suburban,Married,Four-Door Car,2
550,1,2,Employed,0,Suburban,Married,SUV,2
551,2,2,Employed,0,Suburban,Married,SUV,2
552,1,3,Employed,0,Suburban,Single,SUV,3
553,1,2,Employed,0,Rural,Divorced,SUV,2
554,2,1,Unemployed,1,Suburban,Married,Two-Door Car,2
555,1,1,Medical Leave,1,Suburban,Married,Two-Door Car,2
556,1,1,Employed,1,Suburban,Married,Four-Door Car,2
557,2,1,Medical Leave,1,Suburban,Married,Four-Door Car,2
558,1,3,Employed,0,Rural,Married,SUV,1
559,3,2,Unemployed,0,Suburban,Married,Sports Car,1
560,1,2,Employed,1,Suburban,Single,SUV,1
561,1,2,Unemployed,0,Suburban,Married,Four-Door Car,2
562,3,2,Employed,0,Rural,Divorced,SUV,1
563,2,2,Employed,1,Suburban,Married,Four-Door Car,2
564,2,3,Employed,1,Rural,Divorced,Four-Door Car,2
565,1,2,Unemployed,0,Suburban,Married,Sports Car,2
566,3,2,Employed,1,Suburban,Single,Sports Car,2
567,3,1,Unemployed,0,Suburban,Married,SUV,2
568,1,2,Employed,0,Urban,Married,SUV,2
569,1,2,Employed,1,Rural,Married,Two-Door Car,2
570,1,2,Retired,1,Suburban,Married,Four-Door Car,2
571,1,2,Employed,0,Suburban,Married,Two-Door Car,1
572,2,2,Unemployed,0,Suburban,Single,Two-Door Car,1
573,1,2,Employed,1,Rural,Married,Four-Door Car,2
574,1,2,Unemployed,0,Suburban,Single,Four-Door Car,1
575,1,1,Employed,0,Suburban,Married,Two-Door Car,2
576,1,1,Employed,0,Suburban,Divorced,Sports Car,1
577,1,2,Employed,1,Suburban,Married,Two-Door Car,1
578,2,2,Employed,0,Suburban,Married,Four-Door Car,1
579,1,1,Employed,0,Rural,Married,SUV,2
580,1,3,Employed,0,Urban,Married,Four-Door Car,1
581,1,1,Unemployed,0,Suburban,Married,Luxury Car,1
582,1,2,Employed,0,Urban,Married,Four-Door Car,2
583,2,1,Employed,0,Rural,Married,Four-Door Car,3
584,1,1,Unemployed,1,Suburban,Married,Sports Car,2
585,1,2,Employed,1,Suburban,Divorced,Four-Door Car,2
586,1,2,Retired,1,Suburban,Divorced,SUV,2
587,1,2,Employed,1,Suburban,Married,Four-Door Car,2
588,1,2,Retired,1,Suburban,Divorced,Four-Door Car,2
589,2,1,Employed,1,Urban,Divorced,Sports Car,2
590,1,4,Unemployed,0,Suburban,Divorced,SUV,2
591,2,1,Unemployed,0,Suburban,Married,Four-Door Car,3
592,1,3,Employed,0,Rural,Single,Two-Door Car,2
593,1,1,Unemployed,0,Suburban,Single,SUV,3
594,3,1,Unemployed,0,Suburban,Married,Four-Door Car,3
595,1,4,Employed,1,Rural,Divorced,Four-Door Car,3
596,1,2,Employed,0,Urban,Married,Four-Door Car,2
597,1,2,Employed,0,Rural,Married,SUV,2
598,3,2,Unemployed,1,Suburban,Divorced,Four-Door Car,2
599,1,3,Employed,0,Rural,Divorced,Four-Door Car,2
600,1,2,Employed,1,Rural,Divorced,Four-Door Car,3
601,1,2,Employed,0,Rural,Married,Two-Door Car,1
602,1,2,Employed,1,Urban,Married,Four-Door Car,2
603,1,1,Unemployed,0,Suburban,Married,SUV,2
604,1,4,Employed,0,Suburban,Married,Two-Door Car,1
605,1,2,Retired,1,Suburban,Married,Two-Door Car,2
606,3,1,Unemployed,1,Suburban,Single,Four-Door Car,3
607,2,2,Employed,1,Suburban,Married,SUV,2
608,1,1,Medical Leave,1,Suburban,Single,SUV,2
609,3,2,Employed,0,Suburban,Married,SUV,2
610,1,3,Employed,1,Suburban,Divorced,Four-Door Car,2
611,1,3,Employed,0,Rural,Married,Sports Car,1
612,2,2,Employed,1,Rural,Married,Four-Door Car,2
613,1,1,Unemployed,0,Suburban,Married,Four-Door Car,2
614,1,1,Employed,1,Suburban,Married,Four-Door Car,1
615,3,3,Employed,1,Urban,Married,Four-Door Car,1
616,1,2,Employed,1,Suburban,Married,SUV,1
617,3,3,Employed,0,Urban,Married,Four-Door Car,2
618,1,2,Employed,0,Suburban,Married,Four-Door Car,2
619,1,1,Unemployed,0,Suburban,Single,Four-Door Car,2
620,1,2,Employed,0,Urban,Married,Four-Door Car,2
621,1,1,Employed,1,Suburban,Single,Four-Door Car,3
622,1,2,Employed,0,Urban,Married,Two-Door Car,2
623,1,2,Employed,0,Suburban,Married,Two-Door Car,3
624,2,1,Employed,0,Rural,Married,Four-Door Car,2
625,2,2,Unemployed,0,Suburban,Married,Four-Door Car,1
626,2,2,Employed,0,Rural,Single,Sports Car,2
627,2,1,Employed,1,Suburban,Single,Two-Door Car,1
628,2,1,Unemployed,1,Suburban,Single,Two-Door Car,2
629,1,2,Medical Leave,0,Suburban,Married,Four-Door Car,2
630,1,2,Unemployed,1,Urban,Married,Four-Door Car,2
631,1,2,Employed,1,Rural,Married,Four-Door Car,2
632,2,1,Employed,1,Rural,Divorced,Four-Door Car,2
633,3,2,Retired,0,Suburban,Married,Luxury SUV,2
634,1,2,Employed,0,Rural,Married,Four-Door Car,3
635,1,2,Employed,1,Rural,Married,SUV,2
636,1,1,Employed,0,Suburban,Married,Luxury Car,3
637,1,1,Employed,0,Suburban,Married,Four-Door Car,1
638,1,2,Medical Leave,1,Suburban,Married,Two-Door Car,2
639,2,2,Employed,0,Suburban,Married,Four-Door Car,1
640,1,2,Employed,0,Suburban,Married,Four-Door Car,2
641,1,3,Employed,1,Suburban,Married,Four-Door Car,1
642,3,1,Employed,1,Suburban,Single,Four-Door Car,2
643,1,4,Employed,0,Urban,Divorced,Two-Door Car,2
644,1,1,Employed,1,Urban,Divorced,Four-Door Car,2
645,1,2,Unemployed,1,Suburban,Single,SUV,2
646,1,2,Employed,1,Suburban,Divorced,SUV,2
647,2,2,Employed,0,Rural,Married,Two-Door Car,2
648,3,2,Employed,1,Suburban,Married,Four-Door Car,2
649,2,2,Unemployed,1,Suburban,Single,SUV,1
650,1,2,Employed,1,Rural,Single,SUV,2
651,1,2,Employed,0,Urban,Divorced,Four-Door Car,2
652,2,2,Unemployed,0,Suburban,Divorced,Two-Door Car,3
653,2,2,Employed,0,Rural,Married,Four-Door Car,2
654,2,2,Unemployed,0,Suburban,Married,Four-Door Car,1
655,1,1,Unemployed,1,Suburban,Single,Two-Door Car,2
656,3,3,Medical Leave,0,Urban,Married,Two-Door Car,2
657,2,2,Employed,0,Rural,Married,SUV,2
658,2,2,Employed,0,Rural,Married,Two-Door Car,2
659,1,2,Unemployed,1,Suburban,Married,Two-Door Car,2
660,1,3,Employed,1,Rural,Divorced,Four-Door Car,1
661,1,2,Employed,0,Urban,Married,Four-Door Car,2
662,2,1,Retired,0,Suburban,Married,Four-Door Car,3
663,1,1,Unemployed,0,Suburban,Married,Four-Door Car,2
664,1,1,Employed,0,Rural,Married,SUV,1
665,1,2,Employed,0,Suburban,Married,Four-Door Car,2
666,1,2,Unemployed,0,Suburban,Married,Two-Door Car,2
667,1,2,Employed,1,Urban,Married,Two-Door Car,2
668,2,1,Unemployed,0,Suburban,Single,SUV,2
669,1,1,Employed,0,Suburban,Married,Four-Door Car,1
670,1,2,Employed,0,Suburban,Married,Four-Door Car,2
671,1,2,Employed,0,Urban,Married,SUV,2
672,2,1,Employed,0,Suburban,Married,Two-Door Car,2
673,3,1,Employed,1,Suburban,Married,Four-Door Car,1
674,1,2,Unemployed,1,Rural,Married,Four-Door Car,2
675,1,2,Unemployed,0,Suburban,Divorced,Four-Door Car,1
676,1,2,Employed,0,Rural,Married,Four-Door Car,2
677,2,1,Employed,1,Suburban,Married,Four-Door Car,2
678,1,2,Employed,1,Suburban,Divorced,Four-Door Car,2
679,2,2,Employed,1,Suburban,Single,Four-Door Car,2
680,1,2,Employed,1,Suburban,Married,Two-Door Car,2
681,2,3,Employed,1,Urban,Single,SUV,2
682,2,3,Employed,0,Rural,Married,SUV,2
683,1,1,Medical Leave,0,Suburban,Married,SUV,2
684,1,2,Employed,1,Rural,Married,Four-Door Car,2
685,3,1,Employed,0,Suburban,Divorced,Two-Door Car,2
686,3,2,Employed,0,Suburban,Married,Four-Door Car,2
687,2,2,Employed,0,Suburban,Married,Four-Door Car,1
688,1,2,Employed,1,Rural,Married,Two-Door Car,3
689,2,2,Employed,0,Urban,Married,Four-Door Car,2
690,1,3,Employed,0,Rural,Married,Two-Door Car,2
691,1,2,Employed,1,Suburban,Married,Four-Door Car,2
692,1,2,Employed,0,Urban,Married,Four-Door Car,2
693,1,1,Unemployed,1,Suburban,Single,Four-Door Car,2
694,3,2,Employed,0,Suburban,Single,Two-Door Car,2
695,3,1,Employed,1,Suburban,Single,Four-Door Car,2
696,1,2,Unemployed,1,Suburban,Married,Four-Door Car,2
697,2,2,Unemployed,1,Suburban,Single,Two-Door Car,2
698,2,2,Employed,0,Urban,Divorced,Four-Door Car,2
699,1,3,Employed,1,Rural,Married,SUV,2
700,2,2,Employed,0,Rural,Married,Four-Door Car,2
701,1,1,Employed,0,Suburban,Married,Two-Door Car,2
702,1,2,Unemployed,0,Suburban,Divorced,Four-Door Car,1
703,1,2,Employed,1,Rural,Divorced,Four-Door Car,3
704,1,2,Employed,0,Rural,Married,Sports Car,3
705,1,1,Employed,0,Suburban,Married,SUV,3
706,1,1,Employed,1,Urban,Married,SUV,2
707,2,1,Employed,0,Urban,Married,Two-Door Car,2
708,1,1,Employed,1,Rural,Married,SUV,2
709,3,2,Employed,1,Suburban,Married,Four-Door Car,2
710,1,2,Medical Leave,0,Suburban,Married,Four-Door Car,2
711,1,2,Unemployed,1,Suburban,Married,Two-Door Car,2
712,1,2,Employed,1,Urban,Divorced,SUV,2
713,3,2,Unemployed,1,Suburban,Single,SUV,2
714,2,2,Unemployed,1,Suburban,Married,SUV,1
715,1,2,Employed,0,Rural,Married,Sports Car,2
716,1,2,Employed,0,Rural,Married,Four-Door Car,2
717,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
718,2,1,Employed,0,Suburban,Married,Sports Car,2
719,2,1,Employed,0,Rural,Married,Sports Car,2
720,2,2,Employed,1,Suburban,Divorced,SUV,2
721,1,2,Disabled,1,Rural,Married,Two-Door Car,2
722,3,2,Employed,1,Suburban,Single,Four-Door Car,1
723,1,2,Medical Leave,1,Suburban,Divorced,Four-Door Car,2
724,1,2,Employed,1,Suburban,Single,Four-Door Car,2
725,1,2,Medical Leave,1,Suburban,Married,Four-Door Car,2
726,1,1,Disabled,0,Suburban,Single,Two-Door Car,1
727,1,2,Employed,0,Rural,Married,SUV,2
728,1,1,Employed,1,Rural,Single,Four-Door Car,2
729,2,2,Employed,1,Suburban,Married,Four-Door Car,1
730,2,3,Employed,1,Rural,Married,SUV,1
731,2,2,Employed,1,Rural,Divorced,Four-Door Car,2
732,1,2,Employed,1,Rural,Married,SUV,2
733,2,2,Unemployed,1,Suburban,Divorced,Two-Door Car,3
734,1,2,Employed,1,Suburban,Single,Four-Door Car,2
735,2,1,Employed,0,Rural,Married,Four-Door Car,2
736,1,2,Employed,1,Rural,Married,SUV,2
737,1,2,Employed,1,Suburban,Divorced,Sports Car,3
738,2,2,Employed,0,Suburban,Divorced,Two-Door Car,1
739,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
740,1,2,Employed,1,Suburban,Married,Four-Door Car,2
741,2,2,Unemployed,0,Rural,Married,SUV,2
742,1,3,Unemployed,1,Suburban,Married,Four-Door Car,2
743,1,1,Employed,0,Suburban,Married,SUV,2
744,1,2,Employed,1,Suburban,Married,Four-Door Car,2
745,2,1,Employed,0,Urban,Married,Four-Door Car,2
746,1,2,Employed,0,Rural,Married,Two-Door Car,2
747,1,1,Unemployed,0,Suburban,Single,Four-Door Car,1
748,1,3,Employed,0,Rural,Married,Four-Door Car,3
749,1,2,Employed,0,Suburban,Married,SUV,2
750,2,2,Medical Leave,1,Suburban,Divorced,Four-Door Car,2
751,3,1,Unemployed,0,Suburban,Married,Two-Door Car,2
752,1,2,Employed,0,Rural,Divorced,Sports Car,2
753,1,2,Medical Leave,0,Suburban,Married,Four-Door Car,2
754,2,2,Employed,0,Rural,Married,Four-Door Car,2
755,3,2,Retired,0,Suburban,Married,Luxury SUV,2
756,1,2,Employed,0,Rural,Married,Four-Door Car,2
757,2,1,Medical Leave,1,Suburban,Married,Luxury SUV,3
758,1,2,Employed,0,Suburban,Married,Four-Door Car,2
759,2,2,Unemployed,1,Suburban,Divorced,Four-Door Car,3
760,1,1,Employed,1,Urban,Single,Luxury SUV,2
761,1,1,Unemployed,0,Rural,Married,Sports Car,2
762,2,1,Employed,0,Rural,Married,Two-Door Car,2
763,1,2,Unemployed,1,Suburban,Single,Two-Door Car,2
764,2,1,Retired,1,Suburban,Married,Two-Door Car,1
765,1,1,Employed,0,Suburban,Married,Four-Door Car,1
766,2,2,Employed,0,Suburban,Married,Sports Car,3
767,3,2,Employed,1,Suburban,Married,Two-Door Car,2
768,1,2,Unemployed,0,Suburban,Married,Four-Door Car,2
769,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
770,2,2,Retired,0,Suburban,Married,Two-Door Car,2
771,3,2,Employed,0,Suburban,Single,Two-Door Car,2
772,1,2,Employed,0,Urban,Married,Four-Door Car,2
773,1,2,Employed,0,Urban,Married,SUV,2
774,3,2,Employed,1,Suburban,Single,Two-Door Car,2
775,1,2,Employed,1,Suburban,Married,Luxury Car,3
776,1,1,Employed,0,Rural,Single,Four-Door Car,2
777,2,2,Employed,1,Urban,Divorced,SUV,2
778,2,2,Employed,1,Rural,Single,Four-Door Car,2
779,2,1,Employed,0,Suburban,Married,Four-Door Car,2
780,3,2,Employed,1,Suburban,Married,Four-Door Car,2
781,1,1,Unemployed,0,Suburban,Divorced,SUV,2
782,1,2,Unemployed,0,Suburban,Married,SUV,2
783,3,2,Unemployed,1,Suburban,Married,Four-Door Car,3
784,2,2,Unemployed,1,Suburban,Single,SUV,2
785,1,1,Employed,0,Rural,Married,Four-Door Car,2
786,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
787,2,3,Retired,0,Suburban,Married,Two-Door Car,2
788,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
789,1,2,Employed,1,Suburban,Married,Four-Door Car,3
790,1,2,Employed,1,Rural,Married,Four-Door Car,2
791,1,2,Employed,1,Rural,Divorced,Two-Door Car,3
792,3,2,Employed,1,Suburban,Single,Sports Car,2
793,1,2,Employed,0,Rural,Single,Two-Door Car,2
794,1,3,Employed,0,Urban,Married,Four-Door Car,2
795,1,1,Employed,0,Suburban,Married,Four-Door Car,2
796,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
797,1,2,Employed,0,Rural,Divorced,Four-Door Car,2
798,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
799,1,2,Disabled,1,Suburban,Single,Two-Door Car,2
800,1,2,Unemployed,0,Suburban,Single,Four-Door Car,3
801,1,2,Medical Leave,0,Urban,Married,Four-Door Car,2
802,1,1,Employed,0,Urban,Married,SUV,3
803,1,2,Employed,0,Urban,Married,Four-Door Car,2
804,1,1,Employed,0,Suburban,Married,SUV,2
805,1,1,Retired,1,Suburban,Married,Four-Door Car,2
806,1,1,Unemployed,0,Suburban,Single,Four-Door Car,2
807,2,2,Employed,1,Urban,Married,Four-Door Car,2
808,3,2,Disabled,0,Suburban,Divorced,Four-Door Car,2
809,1,2,Employed,0,Rural,Single,Four-Door Car,2
810,1,2,Unemployed,1,Suburban,Single,Luxury Car,2
811,1,2,Employed,1,Rural,Divorced,SUV,3
812,2,4,Employed,1,Rural,Single,Four-Door Car,2
813,1,1,Employed,1,Suburban,Married,Two-Door Car,3
814,2,1,Employed,1,Rural,Married,Four-Door Car,2
815,1,3,Employed,1,Urban,Divorced,SUV,2
816,1,2,Unemployed,0,Suburban,Single,Four-Door Car,1
817,1,2,Employed,1,Suburban,Divorced,Luxury Car,2
818,3,2,Unemployed,1,Suburban,Divorced,Four-Door Car,2
819,3,2,Employed,0,Suburban,Divorced,SUV,2
820,2,1,Employed,0,Rural,Married,Two-Door Car,2
821,2,1,Employed,0,Suburban,Married,Two-Door Car,2
822,2,2,Unemployed,1,Suburban,Single,Four-Door Car,2
823,2,4,Unemployed,0,Suburban,Married,Four-Door Car,2
824,1,1,Employed,0,Suburban,Married,Four-Door Car,1
825,1,2,Employed,1,Rural,Single,Four-Door Car,2
826,1,3,Employed,0,Suburban,Divorced,SUV,2
827,3,4,Employed,0,Rural,Married,Four-Door Car,2
828,1,1,Unemployed,1,Suburban,Single,Four-Door Car,2
829,1,2,Unemployed,0,Suburban,Single,Four-Door Car,1
830,1,3,Employed,0,Urban,Single,SUV,2
831,1,2,Employed,0,Urban,Married,Four-Door Car,2
832,3,2,Employed,1,Suburban,Married,Luxury Car,1
833,1,2,Employed,1,Rural,Married,Four-Door Car,2
834,3,2,Unemployed,1,Suburban,Single,Four-Door Car,2
835,1,3,Employed,1,Rural,Divorced,Four-Door Car,1
836,1,3,Employed,1,Suburban,Married,SUV,2
837,1,1,Employed,0,Suburban,Married,Two-Door Car,2
838,2,2,Employed,1,Rural,Married,Four-Door Car,2
839,2,2,Employed,0,Rural,Married,Four-Door Car,3
840,2,2,Employed,1,Suburban,Single,Luxury SUV,1
841,1,2,Medical Leave,0,Suburban,Married,SUV,1
842,1,1,Unemployed,0,Suburban,Single,Four-Door Car,2
843,1,2,Employed,1,Rural,Married,Four-Door Car,3
844,1,1,Retired,1,Suburban,Married,Four-Door Car,2
845,1,1,Unemployed,0,Suburban,Married,Four-Door Car,1
846,1,3,Employed,0,Suburban,Married,Four-Door Car,1
847,1,2,Employed,0,Suburban,Married,Four-Door Car,2
848,1,2,Employed,1,Suburban,Married,Four-Door Car,2
849,1,2,Employed,0,Suburban,Married,Two-Door Car,1
850,2,2,Employed,1,Rural,Married,SUV,2
851,2,2,Unemployed,1,Suburban,Single,SUV,2
852,2,2,Employed,1,Suburban,Single,SUV,3
853,1,2,Unemployed,1,Suburban,Single,SUV,2
854,2,4,Employed,1,Rural,Divorced,Four-Door Car,2
855,1,2,Employed,1,Rural,Married,Four-Door Car,2
856,2,1,Unemployed,1,Suburban,Married,SUV,2
857,2,3,Employed,0,Urban,Married,Four-Door Car,2
858,1,2,Unemployed,0,Suburban,Single,Two-Door Car,2
859,1,3,Employed,1,Rural,Single,Sports Car,2
860,2,2,Unemployed,0,Suburban,Divorced,SUV,2
861,1,2,Employed,0,Rural,Divorced,Two-Door Car,2
862,2,2,Employed,0,Urban,Married,Four-Door Car,3
863,1,2,Employed,0,Rural,Single,Two-Door Car,2
864,1,1,Employed,1,Suburban,Married,SUV,2
865,1,2,Employed,1,Urban,Married,Four-Door Car,2
866,2,2,Employed,1,Rural,Married,Four-Door Car,2
867,2,1,Employed,0,Suburban,Married,SUV,2
868,2,1,Employed,0,Suburban,Single,Four-Door Car,2
869,1,2,Unemployed,1,Suburban,Married,SUV,3
870,1,3,Employed,1,Suburban,Married,Two-Door Car,1
871,1,1,Employed,1,Suburban,Married,Luxury SUV,1
872,1,2,Employed,1,Rural,Single,Sports Car,2
873,1,4,Employed,0,Rural,Married,Four-Door Car,2
874,1,1,Employed,1,Suburban,Married,Four-Door Car,2
875,2,2,Unemployed,1,Suburban,Married,Four-Door Car,2
876,1,2,Disabled,1,Suburban,Married,Four-Door Car,2
877,1,3,Employed,1,Suburban,Single,Sports Car,2
878,1,2,Unemployed,1,Suburban,Married,Four-Door Car,3
879,1,2,Employed,0,Urban,Divorced,Four-Door Car,2
880,2,2,Employed,1,Suburban,Married,Four-Door Car,3
881,1,1,Employed,0,Rural,Single,Four-Door Car,2
882,2,1,Employed,0,Suburban,Married,Four-Door Car,1
883,1,1,Employed,1,Suburban,Married,Four-Door Car,1
884,1,4,Employed,0,Rural,Married,Four-Door Car,2
885,2,2,Employed,0,Suburban,Married,Sports Car,2
886,1,1,Employed,1,Suburban,Married,Four-Door Car,3
887,2,1,Employed,1,Rural,Married,Four-Door Car,2
888,2,2,Medical Leave,1,Suburban,Married,Luxury SUV,2
889,1,2,Employed,0,Suburban,Married,SUV,1
890,1,2,Employed,0,Urban,Married,SUV,2
891,1,2,Unemployed,0,Suburban,Single,SUV,2
892,1,1,Unemployed,0,Suburban,Single,Four-Door Car,3
893,1,2,Employed,1,Rural,Married,Four-Door Car,2
894,1,2,Retired,1,Suburban,Divorced,Four-Door Car,2
895,1,1,Employed,1,Suburban,Married,Four-Door Car,2
896,1,1,Employed,1,Suburban,Married,Four-Door Car,2
897,1,2,Employed,0,Rural,Married,Four-Door Car,2
898,3,3,Employed,0,Rural,Married,Two-Door Car,3
899,1,2,Employed,0,Suburban,Married,Four-Door Car,1
900,1,1,Medical Leave,0,Urban,Single,Four-Door Car,2
901,1,2,Employed,0,Urban,Married,Luxury SUV,1
902,2,4,Employed,1,Rural,Married,Sports Car,2
903,1,2,Employed,0,Urban,Married,SUV,2
904,2,1,Medical Leave,1,Suburban,Divorced,Two-Door Car,2
905,2,2,Medical Leave,1,Suburban,Married,Four-Door Car,3
906,1,2,Employed,0,Suburban,Divorced,Four-Door Car,2
907,2,2,Employed,0,Urban,Single,Four-Door Car,2
908,2,1,Employed,0,Suburban,Married,Four-Door Car,1
909,1,2,Employed,0,Suburban,Divorced,Four-Door Car,2
910,1,2,Retired,1,Suburban,Divorced,SUV,2
911,2,1,Unemployed,0,Suburban,Single,Four-Door Car,2
912,1,2,Employed,0,Rural,Divorced,Four-Door Car,2
913,1,2,Employed,0,Rural,Married,Four-Door Car,2
914,2,1,Employed,1,Urban,Married,Four-Door Car,2
